BJP,INC,AGP,AIUDF,BPF,UPPL,OTHER,NDA,OPPOSITION
51,48,11,9,0,8,0,70,57
52,45,12,12,0,6,0,70,57
56,48,10,4,0,9,0,75,52
52,52,7,10,0,6,0,65,62
61,36,13,13,0,4,0,78,49
50,48,11,11,0,7,0,68,59
44,53,10,12,0,8,0,62,65
53,50,4,14,0,6,0,63,64
49,48,12,9,0,9,0,70,57
52,46,10,14,0,5,0,67,60
55,43,9,12,0,8,0,72,55
50,44,10,15,0,8,0,68,59
49,50,11,9,0,8,0,68,59
45,52,12,13,0,5,0,62,65
46,50,10,12,0,9,0,65,62
46,57,6,9,0,9,0,61,66
56,44,9,10,0,8,0,73,54
49,53,8,12,0,5,0,62,65
51,43,15,12,0,6,0,72,55
52,48,6,14,0,7,0,65,62
62,42,8,9,0,6,0,76,51
42,59,9,10,0,7,0,58,69
55,40,13,12,0,7,0,75,52
55,40,6,18,0,8,0,69,58
48,47,12,15,0,5,0,65,62
49,50,7,14,0,7,0,63,64
49,56,6,8,0,8,0,63,64
51,56,8,7,0,5,0,64,63
46,50,11,13,0,7,0,64,63
53,45,13,9,0,7,0,73,54
63,35,9,11,0,9,0,81,46
58,47,8,9,0,5,0,71,56
49,46,12,11,0,9,0,70,57
50,54,6,12,0,5,0,61,66
52,47,12,8,0,8,0,72,55
52,49,10,8,0,8,0,70,57
59,41,9,13,0,5,0,73,54
54,45,7,14,0,7,0,68,59
50,62,8,5,0,2,0,60,67
56,41,11,9,0,10,0,77,50
54,49,10,9,0,5,0,69,58
51,42,13,12,0,9,0,73,54
49,47,11,11,0,9,0,69,58
51,49,11,9,0,7,0,69,58
69,32,9,13,0,4,0,82,45
58,42,7,14,0,6,0,71,56
47,49,8,13,0,10,0,65,62
58,49,6,7,0,7,0,71,56
52,49,10,9,0,7,0,69,58
50,46,13,12,0,6,0,69,58
48,49,12,14,0,4,0,64,63
53,47,11,10,0,6,0,70,57
47,58,9,7,0,6,0,62,65
63,41,8,11,0,4,0,75,52
56,45,10,11,0,5,0,71,56
57,44,11,10,0,5,0,73,54
55,50,6,10,0,6,0,67,60
53,47,14,7,0,6,0,73,54
47,54,8,13,0,5,0,60,67
60,41,12,9,0,5,0,77,50
52,48,7,12,0,8,0,67,60
62,39,9,14,0,3,0,74,53
56,50,3,10,0,8,0,67,60
56,45,8,10,0,8,0,72,55
50,44,12,16,0,5,0,67,60
56,42,10,11,0,8,0,74,53
46,53,8,12,0,8,0,62,65
50,52,9,10,0,6,0,65,62
65,39,7,10,0,6,0,78,49
37,62,10,12,0,6,0,53,74
53,49,10,10,0,5,0,68,59
57,42,10,11,0,7,0,74,53
47,50,12,14,0,4,0,63,64
55,46,11,10,0,5,0,71,56
53,51,6,10,0,7,0,66,61
48,52,10,10,0,7,0,65,62
47,53,11,9,0,7,0,65,62
60,39,13,8,0,7,0,80,47
46,50,10,12,0,9,0,65,62
54,46,12,10,0,5,0,71,56
55,41,11,11,0,9,0,75,52
54,44,12,7,0,10,0,76,51
54,48,8,11,0,6,0,68,59
50,54,10,11,0,2,0,62,65
56,49,10,6,0,6,0,72,55
44,52,9,13,0,9,0,62,65
55,49,9,6,0,8,0,72,55
61,41,9,9,0,7,0,77,50
58,39,13,11,0,6,0,77,50
55,44,11,9,0,8,0,74,53
51,57,7,9,0,3,0,61,66
52,44,10,11,0,10,0,72,55
63,38,7,11,0,8,0,78,49
51,47,8,12,0,9,0,68,59
57,39,11,12,0,8,0,76,51
64,39,9,7,0,8,0,81,46
55,36,15,13,0,8,0,78,49
45,58,7,10,0,7,0,59,68
47,47,15,12,0,6,0,68,59
44,59,8,9,0,7,0,59,68
56,46,7,11,0,7,0,70,57
54,48,12,6,0,7,0,73,54
49,50,10,11,0,7,0,66,61
57,46,8,7,0,9,0,74,53
54,43,10,11,0,9,0,73,54
60,44,11,9,0,3,0,74,53
42,56,9,10,0,10,0,61,66
57,44,10,8,0,8,0,75,52
55,47,7,9,0,9,0,71,56
52,46,10,14,0,5,0,67,60
52,51,8,8,0,8,0,68,59
62,40,8,11,0,6,0,76,51
52,43,11,14,0,7,0,70,57
51,55,7,9,0,5,0,63,64
57,41,10,12,0,7,0,74,53
61,44,11,6,0,5,0,77,50
50,49,11,10,0,7,0,68,59
54,43,11,12,0,7,0,72,55
49,57,9,6,0,6,0,64,63
62,38,9,12,0,6,0,77,50
54,48,8,13,0,4,0,66,61
52,46,12,10,0,7,0,71,56
49,47,12,12,0,7,0,68,59
52,48,8,11,0,8,0,68,59
50,41,14,12,0,10,0,74,53
49,51,10,10,0,7,0,66,61
48,49,8,15,0,7,0,63,64
45,52,8,14,0,8,0,61,66
52,49,7,11,0,8,0,67,60
56,43,11,9,0,8,0,75,52
52,47,11,9,0,8,0,71,56
59,45,9,9,0,5,0,73,54
44,50,14,11,0,8,0,66,61
56,43,13,9,0,6,0,75,52
56,48,10,5,0,8,0,74,53
57,42,8,11,0,9,0,74,53
61,44,9,7,0,6,0,76,51
50,53,10,8,0,6,0,66,61
62,40,10,9,0,6,0,78,49
52,55,6,10,0,4,0,62,65
60,37,14,7,0,9,0,83,44
48,47,8,14,0,10,0,66,61
52,54,5,10,0,6,0,63,64
54,43,9,11,0,10,0,73,54
63,35,14,7,0,8,0,85,42
63,40,10,9,0,5,0,78,49
64,42,9,6,0,6,0,79,48
54,47,9,9,0,8,0,71,56
55,50,5,11,0,6,0,66,61
46,62,4,9,0,6,0,56,71
51,46,9,10,0,11,0,71,56
54,50,9,9,0,5,0,68,59
51,49,7,10,0,10,0,68,59
56,41,9,13,0,8,0,73,54
53,46,9,10,0,9,0,71,56
55,47,7,15,0,3,0,65,62
53,44,9,12,0,9,0,71,56
49,50,11,7,0,10,0,70,57
53,45,12,13,0,4,0,69,58
50,48,13,8,0,8,0,71,56
45,58,11,6,0,7,0,63,64
55,49,11,4,0,8,0,74,53
55,49,9,8,0,6,0,70,57
49,49,12,10,0,7,0,68,59
64,31,11,14,0,7,0,82,45
41,60,7,12,0,7,0,55,72
62,36,9,12,0,8,0,79,48
50,54,11,8,0,4,0,65,62
51,48,10,10,0,8,0,69,58
58,47,7,10,0,5,0,70,57
53,42,13,11,0,8,0,74,53
44,57,7,13,0,6,0,57,70
46,51,12,11,0,7,0,65,62
48,55,9,11,0,4,0,61,66
52,49,8,12,0,6,0,66,61
53,45,12,13,0,4,0,69,58
57,44,8,14,0,4,0,69,58
52,46,7,13,0,9,0,68,59
57,43,14,6,0,7,0,78,49
51,49,7,11,0,9,0,67,60
45,45,16,13,0,8,0,69,58
54,44,10,12,0,7,0,71,56
58,38,10,12,0,9,0,77,50
51,44,11,14,0,7,0,69,58
56,46,7,12,0,6,0,69,58
50,39,14,16,0,8,0,72,55
51,52,5,11,0,8,0,64,63
62,40,10,9,0,6,0,78,49
50,51,10,8,0,8,0,68,59
58,42,12,8,0,7,0,77,50
46,59,5,10,0,7,0,58,69
46,51,10,12,0,8,0,64,63
52,52,9,9,0,5,0,66,61
50,48,7,13,0,9,0,66,61
51,48,8,13,0,7,0,66,61
49,50,9,9,0,10,0,68,59
58,38,11,12,0,8,0,77,50
57,41,9,12,0,8,0,74,53
53,42,11,13,0,8,0,72,55
56,40,10,14,0,7,0,73,54
55,41,11,11,0,9,0,75,52
63,30,12,14,0,8,0,83,44
60,42,10,8,0,7,0,77,50
53,46,12,11,0,5,0,70,57
49,50,10,10,0,8,0,67,60
51,49,13,8,0,6,0,70,57
53,45,11,10,0,8,0,72,55
55,47,8,11,0,6,0,69,58
58,44,8,12,0,5,0,71,56
56,44,11,9,0,7,0,74,53
48,45,12,13,0,9,0,69,58
57,35,16,11,0,8,0,81,46
51,46,13,9,0,8,0,72,55
65,35,10,10,0,7,0,82,45
58,39,12,8,0,10,0,80,47
62,37,10,12,0,6,0,78,49
50,43,11,14,0,9,0,70,57
51,45,11,13,0,7,0,69,58
53,41,12,12,0,9,0,74,53
49,56,6,11,0,5,0,60,67
58,40,11,13,0,5,0,74,53
40,60,8,12,0,7,0,55,72
56,38,13,14,0,6,0,75,52
54,50,9,10,0,4,0,67,60
54,44,11,13,0,5,0,70,57
52,47,14,9,0,5,0,71,56
52,49,10,13,0,3,0,65,62
54,46,6,14,0,7,0,67,60
51,49,9,10,0,8,0,68,59
55,47,8,9,0,8,0,71,56
55,51,8,8,0,5,0,68,59
51,46,11,12,0,7,0,69,58
56,46,8,13,0,4,0,68,59
57,45,7,11,0,7,0,71,56
58,42,10,10,0,7,0,75,52
59,44,6,12,0,6,0,71,56
49,51,10,11,0,6,0,65,62
56,49,6,9,0,7,0,69,58
57,43,6,11,0,10,0,73,54
59,42,8,12,0,6,0,73,54
62,38,11,9,0,7,0,80,47
56,40,8,15,0,8,0,72,55
55,41,12,15,0,4,0,71,56
55,44,9,13,0,6,0,70,57
50,46,13,12,0,6,0,69,58
51,47,12,12,0,5,0,68,59
56,43,11,12,0,5,0,72,55
51,47,11,12,0,6,0,68,59
43,57,7,11,0,9,0,59,68
44,55,7,15,0,6,0,57,70
49,45,11,12,0,10,0,70,57
59,45,9,9,0,5,0,73,54
60,45,12,5,0,5,0,77,50
55,50,9,8,0,5,0,69,58
52,51,4,12,0,8,0,64,63
49,47,10,11,0,10,0,69,58
51,45,8,16,0,7,0,66,61
50,53,7,11,0,6,0,63,64
49,49,12,8,0,9,0,70,57
51,50,7,13,0,6,0,64,63
60,39,13,6,0,9,0,82,45
55,43,11,11,0,7,0,73,54
60,50,7,7,0,3,0,70,57
50,46,11,11,0,9,0,70,57
45,51,10,11,0,10,0,65,62
52,43,12,12,0,8,0,72,55
54,44,10,8,0,11,0,75,52
58,41,9,13,0,6,0,73,54
47,42,11,15,0,12,0,70,57
56,38,12,12,0,9,0,77,50
48,46,11,15,0,7,0,66,61
49,49,10,13,0,6,0,65,62
53,48,7,12,0,7,0,67,60
63,30,14,13,0,7,0,84,43
58,40,13,8,0,8,0,79,48
50,48,11,9,0,9,0,70,57
59,39,11,12,0,6,0,76,51
50,44,9,17,0,7,0,66,61
39,63,6,13,0,6,0,51,76
51,46,13,10,0,7,0,71,56
51,39,13,16,0,8,0,72,55
53,49,9,9,0,7,0,69,58
58,40,11,12,0,6,0,75,52
64,32,15,10,0,6,0,85,42
45,57,8,9,0,8,0,61,66
53,50,9,7,0,8,0,70,57
45,55,12,8,0,7,0,64,63
52,41,13,13,0,8,0,73,54
56,45,8,11,0,7,0,71,56
61,42,11,6,0,7,0,79,48
50,55,10,6,0,6,0,66,61
55,43,14,9,0,6,0,75,52
48,59,5,9,0,6,0,59,68
49,48,13,12,0,5,0,67,60
51,56,11,6,0,3,0,65,62
46,49,12,13,0,7,0,65,62
62,38,10,8,0,9,0,81,46
60,41,10,11,0,5,0,75,52
46,50,11,11,0,9,0,66,61
54,47,10,9,0,7,0,71,56
61,41,8,12,0,5,0,74,53
44,52,11,12,0,8,0,63,64
56,42,10,11,0,8,0,74,53
52,49,11,10,0,5,0,68,59
49,48,13,10,0,7,0,69,58
52,44,12,13,0,6,0,70,57
59,42,10,9,0,7,0,76,51
41,61,11,12,0,2,0,54,73
46,52,11,12,0,6,0,63,64
61,34,10,15,0,7,0,78,49
48,53,10,8,0,8,0,66,61
55,48,7,8,0,9,0,71,56
53,51,8,11,0,4,0,65,62
53,48,7,11,0,8,0,68,59
53,46,10,11,0,7,0,70,57
58,44,9,8,0,8,0,75,52
57,42,10,11,0,7,0,74,53
54,44,9,12,0,8,0,71,56
48,48,10,13,0,8,0,66,61
55,42,14,9,0,7,0,76,51
60,38,8,14,0,7,0,75,52
54,51,9,6,0,7,0,70,57
58,46,9,8,0,6,0,73,54
48,50,11,11,0,7,0,66,61
48,48,12,13,0,6,0,66,61
56,45,9,14,0,3,0,68,59
56,45,9,13,0,4,0,69,58
50,54,6,9,0,8,0,64,63
52,45,12,12,0,6,0,70,57
51,48,8,11,0,9,0,68,59
53,46,8,9,0,11,0,72,55
48,49,14,10,0,6,0,68,59
59,44,9,8,0,7,0,75,52
55,47,6,13,0,6,0,67,60
48,47,10,14,0,8,0,66,61
50,47,11,11,0,8,0,69,58
63,42,8,11,0,3,0,74,53
55,51,6,11,0,4,0,65,62
52,52,6,12,0,5,0,63,64
61,40,7,15,0,4,0,72,55
57,45,9,9,0,7,0,73,54
57,42,10,11,0,7,0,74,53
57,43,8,12,0,7,0,72,55
49,53,11,7,0,7,0,67,60
53,51,8,9,0,6,0,67,60
61,38,14,7,0,7,0,82,45
60,42,5,12,0,8,0,73,54
53,51,6,9,0,8,0,67,60
52,44,13,11,0,7,0,72,55
57,48,3,12,0,7,0,67,60
46,51,11,10,0,9,0,66,61
60,44,7,9,0,7,0,74,53
47,47,13,13,0,7,0,67,60
53,42,7,14,0,11,0,71,56
56,40,11,10,0,10,0,77,50
56,46,10,9,0,6,0,72,55
56,46,10,9,0,6,0,72,55
49,51,10,8,0,9,0,68,59
45,54,12,9,0,7,0,64,63
61,37,9,10,0,10,0,80,47
56,38,14,12,0,7,0,77,50
48,60,7,7,0,5,0,60,67
48,51,9,13,0,6,0,63,64
59,43,8,13,0,4,0,71,56
55,48,6,9,0,9,0,70,57
60,34,15,11,0,7,0,82,45
52,49,7,11,0,8,0,67,60
47,52,12,8,0,8,0,67,60
59,45,9,8,0,6,0,74,53
46,50,8,14,0,9,0,63,64
53,53,10,8,0,3,0,66,61
57,37,13,11,0,9,0,79,48
48,47,11,14,0,7,0,66,61
49,50,10,13,0,5,0,64,63
53,48,10,8,0,8,0,71,56
58,44,9,8,0,8,0,75,52
58,44,9,9,0,7,0,74,53
48,58,8,7,0,6,0,62,65
63,34,13,10,0,7,0,83,44
47,55,6,12,0,7,0,60,67
46,49,13,11,0,8,0,67,60
53,49,7,11,0,7,0,67,60
54,50,8,9,0,6,0,68,59
52,43,10,15,0,7,0,69,58
50,56,5,8,0,8,0,63,64
63,39,11,10,0,4,0,78,49
53,45,9,11,0,9,0,71,56
55,43,13,9,0,7,0,75,52
48,61,3,9,0,6,0,57,70
50,43,14,12,0,8,0,72,55
55,48,7,11,0,6,0,68,59
66,32,9,13,0,7,0,82,45
58,41,8,11,0,9,0,75,52
56,45,11,7,0,8,0,75,52
53,45,12,9,0,8,0,73,54
55,46,6,14,0,6,0,67,60
50,49,11,10,0,7,0,68,59
44,58,9,9,0,7,0,60,67
59,45,7,11,0,5,0,71,56
60,41,7,12,0,7,0,74,53
64,34,11,11,0,7,0,82,45
60,38,10,13,0,6,0,76,51
60,44,6,9,0,8,0,74,53
47,43,12,14,0,11,0,70,57
52,48,13,9,0,5,0,70,57
59,38,12,10,0,8,0,79,48
51,43,12,12,0,9,0,72,55
52,52,9,7,0,7,0,68,59
62,47,9,8,0,1,0,72,55
46,52,10,12,0,7,0,63,64
49,43,11,16,0,8,0,68,59
45,56,8,12,0,6,0,59,68
63,31,12,14,0,7,0,82,45
57,42,9,11,0,8,0,74,53
54,44,8,11,0,10,0,72,55
47,55,8,9,0,8,0,63,64
45,48,16,12,0,6,0,67,60
50,43,12,11,0,11,0,73,54
54,43,11,12,0,7,0,72,55
52,49,10,10,0,6,0,68,59
55,42,14,10,0,6,0,75,52
52,47,10,12,0,6,0,68,59
51,48,10,12,0,6,0,67,60
43,56,7,13,0,8,0,58,69
58,43,7,13,0,6,0,71,56
60,37,9,12,0,9,0,78,49
44,52,13,9,0,9,0,66,61
53,50,13,8,0,3,0,69,58
55,45,11,9,0,7,0,73,54
58,42,11,9,0,7,0,76,51
52,46,10,11,0,8,0,70,57
48,46,10,13,0,10,0,68,59
52,54,7,9,0,5,0,64,63
49,53,8,9,0,8,0,65,62
49,50,10,11,0,7,0,66,61
56,52,8,6,0,5,0,69,58
55,48,9,9,0,6,0,70,57
56,39,16,9,0,7,0,79,48
66,27,11,11,0,12,0,89,38
54,47,13,7,0,6,0,73,54
48,47,16,10,0,6,0,70,57
50,55,4,11,0,7,0,61,66
54,46,9,14,0,4,0,67,60
60,35,12,12,0,8,0,80,47
53,46,14,9,0,5,0,72,55
54,44,12,10,0,7,0,73,54
46,58,5,13,0,5,0,56,71
59,42,9,10,0,7,0,75,52
51,44,13,13,0,6,0,70,57
56,42,11,10,0,8,0,75,52
60,36,12,12,0,7,0,79,48
55,40,8,15,0,9,0,72,55
50,46,11,14,0,6,0,67,60
55,45,11,13,0,3,0,69,58
50,51,8,11,0,7,0,65,62
61,32,11,14,0,9,0,81,46
58,44,9,11,0,5,0,72,55
54,42,14,10,0,7,0,75,52
51,46,11,12,0,7,0,69,58
61,36,15,7,0,8,0,84,43
63,40,12,8,0,4,0,79,48
52,50,8,7,0,10,0,70,57
54,42,11,14,0,6,0,71,56
42,58,7,13,0,7,0,56,71
53,44,10,11,0,9,0,72,55
44,57,9,11,0,6,0,59,68
50,49,11,10,0,7,0,68,59
61,42,9,11,0,4,0,74,53
47,50,8,12,0,10,0,65,62
53,48,9,8,0,9,0,71,56
59,46,8,8,0,6,0,73,54
47,52,14,9,0,5,0,66,61
43,51,10,14,0,9,0,62,65
49,55,10,9,0,4,0,63,64
46,56,6,11,0,8,0,60,67
46,55,8,8,0,10,0,64,63
51,51,8,9,0,8,0,67,60
48,52,8,11,0,8,0,64,63
58,49,3,10,0,7,0,68,59
53,51,6,9,0,8,0,67,60
51,47,13,11,0,5,0,69,58
55,47,7,8,0,10,0,72,55
59,46,9,10,0,3,0,71,56
57,43,9,11,0,7,0,73,54
56,44,11,10,0,6,0,73,54
60,39,11,11,0,6,0,77,50
45,55,7,11,0,9,0,61,66
48,55,10,7,0,7,0,65,62
53,51,6,11,0,6,0,65,62
44,57,9,11,0,6,0,59,68
55,54,7,9,0,2,0,64,63
52,45,13,12,0,5,0,70,57
49,50,12,10,0,6,0,67,60
46,56,11,8,0,6,0,63,64
55,40,13,13,0,6,0,74,53
53,44,11,13,0,6,0,70,57
55,38,12,12,0,10,0,77,50
48,47,13,11,0,8,0,69,58
69,28,11,12,0,7,0,87,40
59,36,11,15,0,6,0,76,51
46,48,12,12,0,9,0,67,60
53,46,8,10,0,10,0,71,56
58,44,9,8,0,8,0,75,52
57,44,7,12,0,7,0,71,56
56,37,17,11,0,6,0,79,48
61,39,12,7,0,8,0,81,46
47,54,7,12,0,7,0,61,66
59,46,9,9,0,4,0,72,55
58,45,9,10,0,5,0,72,55
61,44,8,9,0,5,0,74,53
56,43,11,10,0,7,0,74,53
50,48,11,11,0,7,0,68,59
49,61,7,5,0,5,0,61,66
51,48,10,10,0,8,0,69,58
57,37,8,16,0,9,0,74,53
49,48,10,10,0,10,0,69,58
56,38,9,14,0,10,0,75,52
64,34,12,11,0,6,0,82,45
53,50,8,11,0,5,0,66,61
55,46,10,10,0,6,0,71,56
56,45,7,13,0,6,0,69,58
47,51,9,12,0,8,0,64,63
57,45,10,5,0,10,0,77,50
51,49,12,8,0,7,0,70,57
42,59,9,11,0,6,0,57,70
54,47,11,11,0,4,0,69,58
53,48,10,10,0,6,0,69,58
54,46,6,16,0,5,0,65,62
45,59,10,10,0,3,0,58,69
59,35,12,14,0,7,0,78,49
59,39,12,12,0,5,0,76,51
51,45,7,17,0,7,0,65,62
51,56,10,6,0,4,0,65,62
64,38,11,11,0,3,0,78,49
51,47,8,14,0,7,0,66,61
53,49,12,4,0,9,0,74,53
60,44,4,10,0,9,0,73,54
55,47,10,7,0,8,0,73,54
53,44,12,10,0,8,0,73,54
47,49,13,12,0,6,0,66,61
59,36,12,12,0,8,0,79,48
52,48,7,14,0,6,0,65,62
57,42,14,11,0,3,0,74,53
54,41,9,15,0,8,0,71,56
66,41,7,7,0,6,0,79,48
51,47,12,12,0,5,0,68,59
57,47,7,9,0,7,0,71,56
65,35,8,10,0,9,0,82,45
55,51,4,12,0,5,0,64,63
53,53,6,12,0,3,0,62,65
54,47,12,8,0,6,0,72,55
59,36,13,11,0,8,0,80,47
62,33,12,13,0,7,0,81,46
57,43,15,7,0,5,0,77,50
57,49,9,10,0,2,0,68,59
58,36,12,12,0,9,0,79,48
55,50,8,7,0,7,0,70,57
47,54,11,7,0,8,0,66,61
50,50,9,12,0,6,0,65,62
52,55,8,7,0,5,0,65,62
47,53,9,10,0,8,0,64,63
56,43,12,10,0,6,0,74,53
43,54,7,13,0,10,0,60,67
53,48,7,14,0,5,0,65,62
55,49,7,9,0,7,0,69,58
54,54,8,6,0,5,0,67,60
56,45,8,11,0,7,0,71,56
52,48,12,10,0,5,0,69,58
58,49,6,8,0,6,0,70,57
49,49,13,11,0,5,0,67,60
58,41,13,10,0,5,0,76,51
54,40,12,13,0,8,0,74,53
56,46,6,11,0,8,0,70,57
50,51,10,10,0,6,0,66,61
64,37,9,11,0,6,0,79,48
52,52,6,8,0,9,0,67,60
48,45,11,12,0,11,0,70,57
59,48,7,9,0,4,0,70,57
47,53,8,12,0,7,0,62,65
50,45,12,11,0,9,0,71,56
57,45,12,8,0,5,0,74,53
39,66,7,11,0,4,0,50,77
49,52,10,9,0,7,0,66,61
54,46,7,11,0,9,0,70,57
57,43,9,10,0,8,0,74,53
53,54,8,8,0,4,0,65,62
52,45,14,9,0,7,0,73,54
48,53,11,10,0,5,0,64,63
56,48,11,8,0,4,0,71,56
50,46,12,9,0,10,0,72,55
57,50,7,9,0,4,0,68,59
50,44,7,17,0,9,0,66,61
46,56,12,9,0,4,0,62,65
56,48,8,11,0,4,0,68,59
48,51,8,14,0,6,0,62,65
54,41,10,15,0,7,0,71,56
52,54,5,7,0,9,0,66,61
55,44,12,10,0,6,0,73,54
59,40,8,11,0,9,0,76,51
52,44,12,12,0,7,0,71,56
50,52,6,13,0,6,0,62,65
56,46,9,10,0,6,0,71,56
43,58,9,10,0,7,0,59,68
52,55,6,10,0,4,0,62,65
60,38,12,12,0,5,0,77,50
54,45,9,14,0,5,0,68,59
47,53,8,13,0,6,0,61,66
51,49,12,9,0,6,0,69,58
50,53,10,9,0,5,0,65,62
59,38,14,9,0,7,0,80,47
48,47,12,11,0,9,0,69,58
58,41,7,14,0,7,0,72,55
46,55,6,13,0,7,0,59,68
50,52,7,7,0,11,0,68,59
44,51,11,14,0,7,0,62,65
56,47,11,7,0,6,0,73,54
52,54,5,12,0,4,0,61,66
62,38,9,12,0,6,0,77,50
54,43,12,10,0,8,0,74,53
53,49,10,7,0,8,0,71,56
56,46,8,11,0,6,0,70,57
57,47,10,8,0,5,0,72,55
49,44,16,11,0,7,0,72,55
59,38,12,9,0,9,0,80,47
56,40,11,13,0,7,0,74,53
51,58,5,9,0,4,0,60,67
45,52,14,7,0,9,0,68,59
56,40,7,15,0,9,0,72,55
51,49,7,11,0,9,0,67,60
55,39,16,11,0,6,0,77,50
48,57,5,11,0,6,0,59,68
49,48,10,12,0,8,0,67,60
61,41,6,12,0,7,0,74,53
49,48,5,17,0,8,0,62,65
53,43,10,11,0,10,0,73,54
56,44,12,10,0,5,0,73,54
58,42,11,8,0,8,0,77,50
58,42,10,13,0,4,0,72,55
47,49,12,11,0,8,0,67,60
56,46,12,9,0,4,0,72,55
57,40,12,9,0,9,0,78,49
54,48,10,9,0,6,0,70,57
49,53,10,8,0,7,0,66,61
48,49,12,13,0,5,0,65,62
51,49,9,10,0,8,0,68,59
51,53,3,12,0,8,0,62,65
56,41,8,11,0,11,0,75,52
52,49,8,10,0,8,0,68,59
50,49,8,12,0,8,0,66,61
35,64,7,14,0,7,0,49,78
54,39,14,12,0,8,0,76,51
51,50,7,12,0,7,0,65,62
61,35,13,9,0,9,0,83,44
49,46,14,11,0,7,0,70,57
53,47,8,13,0,6,0,67,60
44,51,11,11,0,10,0,65,62
57,43,8,10,0,9,0,74,53
53,44,11,14,0,5,0,69,58
59,43,9,9,0,7,0,75,52
71,31,10,10,0,5,0,86,41
51,49,8,11,0,8,0,67,60
54,45,10,11,0,7,0,71,56
53,45,12,14,0,3,0,68,59
55,49,7,10,0,6,0,68,59
52,45,9,13,0,8,0,69,58
55,45,11,11,0,5,0,71,56
50,46,5,18,0,8,0,63,64
52,49,11,9,0,6,0,69,58
52,50,9,11,0,5,0,66,61
54,45,6,12,0,10,0,70,57
51,52,8,11,0,5,0,64,63
67,35,8,12,0,5,0,80,47
58,41,9,11,0,8,0,75,52
56,44,9,9,0,9,0,74,53
53,40,11,15,0,8,0,72,55
52,45,11,12,0,7,0,70,57
55,43,12,9,0,8,0,75,52
57,43,12,9,0,6,0,75,52
53,44,10,14,0,6,0,69,58
56,43,9,12,0,7,0,72,55
62,35,12,10,0,8,0,82,45
55,51,8,7,0,6,0,69,58
52,48,9,11,0,7,0,68,59
58,48,7,7,0,7,0,72,55
54,45,12,11,0,5,0,71,56
46,48,11,15,0,7,0,64,63
62,44,7,9,0,5,0,74,53
44,52,10,13,0,8,0,62,65
62,40,8,10,0,7,0,77,50
63,41,10,10,0,3,0,76,51
60,37,10,14,0,6,0,76,51
52,45,13,9,0,8,0,73,54
59,36,13,11,0,8,0,80,47
45,55,12,8,0,7,0,64,63
53,46,9,11,0,8,0,70,57
53,46,10,11,0,7,0,70,57
50,50,12,8,0,7,0,69,58
54,48,7,11,0,7,0,68,59
56,40,11,11,0,9,0,76,51
50,50,10,9,0,8,0,68,59
52,49,10,10,0,6,0,68,59
58,39,12,12,0,6,0,76,51
58,40,10,13,0,6,0,74,53
51,48,8,11,0,9,0,68,59
49,51,11,11,0,5,0,65,62
48,50,10,12,0,7,0,65,62
47,52,10,9,0,9,0,66,61
53,40,11,16,0,7,0,71,56
53,50,8,9,0,7,0,68,59
60,46,7,10,0,4,0,71,56
47,55,12,8,0,5,0,64,63
58,36,15,10,0,8,0,81,46
58,46,7,12,0,4,0,69,58
47,46,11,16,0,7,0,65,62
56,46,7,8,0,10,0,73,54
59,39,10,12,0,7,0,76,51
53,51,8,10,0,5,0,66,61
55,44,10,10,0,8,0,73,54
55,48,8,12,0,4,0,67,60
55,48,8,8,0,8,0,71,56
51,46,11,11,0,8,0,70,57
52,47,10,10,0,8,0,70,57
59,38,13,9,0,8,0,80,47
57,44,11,9,0,6,0,74,53
57,42,7,14,0,7,0,71,56
49,58,4,11,0,5,0,58,69
56,50,3,13,0,5,0,64,63
49,50,7,12,0,9,0,65,62
53,45,7,13,0,9,0,69,58
62,45,7,8,0,5,0,74,53
50,53,13,4,0,7,0,70,57
51,46,8,14,0,8,0,67,60
63,39,10,10,0,5,0,78,49
53,44,11,14,0,5,0,69,58
54,47,13,7,0,6,0,73,54
53,43,9,14,0,8,0,70,57
68,36,10,10,0,3,0,81,46
50,46,11,13,0,7,0,68,59
52,49,10,9,0,7,0,69,58
44,45,14,15,0,9,0,67,60
52,44,7,16,0,8,0,67,60
54,50,12,6,0,5,0,71,56
64,42,7,8,0,6,0,77,50
56,42,12,11,0,6,0,74,53
47,51,10,11,0,8,0,65,62
53,42,12,10,0,10,0,75,52
53,51,10,8,0,5,0,68,59
49,54,10,7,0,7,0,66,61
56,43,11,12,0,5,0,72,55
46,56,6,14,0,5,0,57,70
64,38,8,8,0,9,0,81,46
53,48,10,9,0,7,0,70,57
64,34,12,9,0,8,0,84,43
59,45,9,7,0,7,0,75,52
49,48,8,13,0,9,0,66,61
53,46,6,16,0,6,0,65,62
49,48,11,13,0,6,0,66,61
54,43,12,10,0,8,0,74,53
56,42,10,9,0,10,0,76,51
56,40,12,12,0,7,0,75,52
50,54,8,9,0,6,0,64,63
61,35,11,10,0,10,0,82,45
56,40,12,12,0,7,0,75,52
45,54,11,13,0,4,0,60,67
61,37,11,10,0,8,0,80,47
57,45,8,11,0,6,0,71,56
52,48,11,11,0,5,0,68,59
57,51,7,9,0,3,0,67,60
53,49,10,9,0,6,0,69,58
51,50,11,7,0,8,0,70,57
55,46,13,6,0,7,0,75,52
47,52,12,9,0,7,0,66,61
62,34,8,14,0,9,0,79,48
57,43,12,6,0,9,0,78,49
48,50,6,14,0,9,0,63,64
