BJP,INC,AGP,AIUDF,BPF,UPPL,OTHER,NDA,OPPOSITION
58,40,9,11,0,9,0,76,51
64,37,11,9,0,6,0,81,46
62,36,8,13,0,8,0,78,49
47,52,12,10,0,6,0,65,62
56,48,7,11,0,5,0,68,59
47,55,9,10,0,6,0,62,65
57,38,13,11,0,8,0,78,49
60,37,13,8,0,9,0,82,45
54,39,14,13,0,7,0,75,52
52,46,12,11,0,6,0,70,57
55,39,11,13,0,9,0,75,52
63,38,9,12,0,5,0,77,50
46,53,9,12,0,7,0,62,65
57,36,14,14,0,6,0,77,50
50,45,12,14,0,6,0,68,59
53,45,9,12,0,8,0,70,57
53,49,12,8,0,5,0,70,57
50,51,9,9,0,8,0,67,60
50,46,12,12,0,7,0,69,58
49,51,9,14,0,4,0,62,65
48,46,12,12,0,9,0,69,58
55,44,11,12,0,5,0,71,56
52,47,11,10,0,7,0,70,57
48,54,7,10,0,8,0,63,64
52,49,12,8,0,6,0,70,57
61,42,8,10,0,6,0,75,52
57,51,6,8,0,5,0,68,59
55,44,14,9,0,5,0,74,53
50,46,9,15,0,7,0,66,61
59,42,8,11,0,7,0,74,53
58,45,7,12,0,5,0,70,57
57,41,9,16,0,4,0,70,57
44,48,13,14,0,8,0,65,62
54,43,9,14,0,7,0,70,57
65,39,8,6,0,9,0,82,45
49,52,11,11,0,4,0,64,63
46,54,12,10,0,5,0,63,64
55,44,12,11,0,5,0,72,55
59,46,8,8,0,6,0,73,54
53,47,11,10,0,6,0,70,57
55,41,11,12,0,8,0,74,53
49,50,11,10,0,7,0,67,60
51,50,8,10,0,8,0,67,60
60,41,9,10,0,7,0,76,51
64,33,9,11,0,10,0,83,44
55,45,11,10,0,6,0,72,55
49,54,7,10,0,7,0,63,64
59,42,10,7,0,9,0,78,49
54,46,9,11,0,7,0,70,57
57,47,7,8,0,8,0,72,55
55,42,13,12,0,5,0,73,54
59,48,4,10,0,6,0,69,58
44,55,11,8,0,9,0,64,63
57,44,9,9,0,8,0,74,53
56,51,8,7,0,5,0,69,58
49,50,10,11,0,7,0,66,61
50,48,11,11,0,7,0,68,59
69,34,5,11,0,8,0,82,45
57,42,12,13,0,3,0,72,55
56,37,14,11,0,9,0,79,48
49,43,11,13,0,11,0,71,56
53,44,10,12,0,8,0,71,56
46,54,10,13,0,4,0,60,67
59,41,10,11,0,6,0,75,52
55,42,12,12,0,6,0,73,54
55,46,9,13,0,4,0,68,59
52,48,9,12,0,6,0,67,60
55,47,7,9,0,9,0,71,56
52,43,11,13,0,8,0,71,56
53,51,9,7,0,7,0,69,58
47,54,10,9,0,7,0,64,63
49,50,8,12,0,8,0,65,62
53,48,10,12,0,4,0,67,60
59,41,11,10,0,6,0,76,51
53,50,8,12,0,4,0,65,62
46,55,9,10,0,7,0,62,65
55,45,8,10,0,9,0,72,55
51,43,14,10,0,9,0,74,53
49,56,8,7,0,7,0,64,63
64,33,15,9,0,6,0,85,42
60,41,13,8,0,5,0,78,49
59,40,9,12,0,7,0,75,52
54,50,7,8,0,8,0,69,58
51,46,10,12,0,8,0,69,58
54,42,10,11,0,10,0,74,53
58,42,11,11,0,5,0,74,53
49,51,9,10,0,8,0,66,61
53,49,4,13,0,8,0,65,62
57,45,10,9,0,6,0,73,54
67,35,8,11,0,6,0,81,46
50,43,11,14,0,9,0,70,57
47,54,10,9,0,7,0,64,63
57,43,7,13,0,7,0,71,56
53,43,9,15,0,7,0,69,58
54,43,11,11,0,8,0,73,54
58,41,6,16,0,6,0,70,57
55,44,12,10,0,6,0,73,54
40,53,15,10,0,9,0,64,63
62,44,7,10,0,4,0,73,54
54,45,10,11,0,7,0,71,56
52,49,8,12,0,6,0,66,61
59,44,10,11,0,3,0,72,55
44,54,11,11,0,7,0,62,65
55,40,10,12,0,10,0,75,52
57,44,10,10,0,6,0,73,54
61,40,10,8,0,8,0,79,48
55,48,9,9,0,6,0,70,57
45,55,5,16,0,6,0,56,71
44,55,9,8,0,11,0,64,63
60,34,14,11,0,8,0,82,45
51,43,15,9,0,9,0,75,52
54,48,7,11,0,7,0,68,59
65,36,14,8,0,4,0,83,44
57,40,14,10,0,6,0,77,50
47,48,9,13,0,10,0,66,61
52,46,8,13,0,8,0,68,59
50,54,3,12,0,8,0,61,66
52,49,7,8,0,11,0,70,57
50,40,14,16,0,7,0,71,56
49,48,9,15,0,6,0,64,63
60,42,6,12,0,7,0,73,54
53,45,10,11,0,8,0,71,56
55,44,14,8,0,6,0,75,52
62,42,8,9,0,6,0,76,51
54,39,11,14,0,9,0,74,53
54,44,9,10,0,10,0,73,54
52,49,8,12,0,6,0,66,61
55,50,8,8,0,6,0,69,58
53,47,13,11,0,3,0,69,58
54,46,10,12,0,5,0,69,58
55,40,11,12,0,9,0,75,52
49,50,9,12,0,7,0,65,62
57,42,11,11,0,6,0,74,53
45,57,9,12,0,4,0,58,69
54,48,6,10,0,9,0,69,58
51,55,6,8,0,7,0,64,63
60,46,8,7,0,6,0,74,53
51,45,15,8,0,8,0,74,53
52,51,8,8,0,8,0,68,59
53,37,15,15,0,7,0,75,52
51,48,11,12,0,5,0,67,60
47,47,11,13,0,9,0,67,60
46,52,10,10,0,9,0,65,62
62,38,10,12,0,5,0,77,50
53,49,7,12,0,6,0,66,61
54,47,9,8,0,9,0,72,55
62,44,10,8,0,3,0,75,52
46,48,8,15,0,10,0,64,63
45,49,12,12,0,9,0,66,61
53,44,12,11,0,7,0,72,55
47,55,8,13,0,4,0,59,68
61,42,9,9,0,6,0,76,51
55,48,9,10,0,5,0,69,58
41,56,9,14,0,7,0,57,70
58,42,10,9,0,8,0,76,51
65,34,9,12,0,7,0,81,46
51,48,11,8,0,9,0,71,56
51,48,14,7,0,7,0,72,55
61,44,7,9,0,6,0,74,53
56,37,11,14,0,9,0,76,51
52,52,10,8,0,5,0,67,60
51,48,10,12,0,6,0,67,60
53,45,7,13,0,9,0,69,58
68,38,7,8,0,6,0,81,46
44,53,13,10,0,7,0,64,63
62,39,9,11,0,6,0,77,50
54,35,15,14,0,9,0,78,49
55,37,12,14,0,9,0,76,51
55,43,10,13,0,6,0,71,56
54,44,13,8,0,8,0,75,52
57,47,9,8,0,6,0,72,55
64,42,4,10,0,7,0,75,52
51,48,13,10,0,5,0,69,58
55,43,8,12,0,9,0,72,55
51,51,10,11,0,4,0,65,62
59,43,10,9,0,6,0,75,52
49,48,9,15,0,6,0,64,63
58,40,9,10,0,10,0,77,50
43,50,15,12,0,7,0,65,62
48,52,10,10,0,7,0,65,62
50,50,9,13,0,5,0,64,63
45,51,11,13,0,7,0,63,64
58,44,10,9,0,6,0,74,53
39,58,11,11,0,8,0,58,69
52,40,13,15,0,7,0,72,55
52,49,10,11,0,5,0,67,60
50,48,7,13,0,9,0,66,61
49,46,14,10,0,8,0,71,56
62,39,10,11,0,5,0,77,50
51,52,6,13,0,5,0,62,65
54,46,8,11,0,8,0,70,57
54,43,10,13,0,7,0,71,56
51,45,14,9,0,8,0,73,54
61,43,7,10,0,6,0,74,53
55,46,12,8,0,6,0,73,54
56,45,10,9,0,7,0,73,54
55,41,13,10,0,8,0,76,51
51,49,9,10,0,8,0,68,59
53,50,7,12,0,5,0,65,62
50,46,12,13,0,6,0,68,59
49,54,5,11,0,8,0,62,65
55,43,14,11,0,4,0,73,54
57,40,10,11,0,9,0,76,51
52,52,7,9,0,7,0,66,61
54,46,10,11,0,6,0,70,57
51,48,11,9,0,8,0,70,57
61,37,11,14,0,4,0,76,51
46,49,13,14,0,5,0,64,63
64,40,10,6,0,7,0,81,46
48,48,10,15,0,6,0,64,63
54,40,13,12,0,8,0,75,52
52,45,10,12,0,8,0,70,57
54,40,12,14,0,7,0,73,54
64,36,12,7,0,8,0,84,43
49,50,8,11,0,9,0,66,61
53,38,13,14,0,9,0,75,52
42,60,5,13,0,7,0,54,73
52,33,17,13,0,12,0,81,46
46,52,13,8,0,8,0,67,60
48,56,6,11,0,6,0,60,67
45,52,14,10,0,6,0,65,62
46,59,8,9,0,5,0,59,68
56,40,10,13,0,8,0,74,53
62,41,11,6,0,7,0,80,47
57,45,10,7,0,8,0,75,52
57,45,9,10,0,6,0,72,55
49,51,8,11,0,8,0,65,62
56,46,10,6,0,9,0,75,52
52,48,13,8,0,6,0,71,56
64,36,8,11,0,8,0,80,47
49,45,10,13,0,10,0,69,58
52,46,9,11,0,9,0,70,57
49,47,9,13,0,9,0,67,60
56,46,8,10,0,7,0,71,56
54,49,6,11,0,7,0,67,60
52,46,9,11,0,9,0,70,57
57,38,11,12,0,9,0,77,50
57,45,11,9,0,5,0,73,54
63,38,10,10,0,6,0,79,48
56,45,10,11,0,5,0,71,56
49,52,7,13,0,6,0,62,65
57,47,9,10,0,4,0,70,57
46,50,7,15,0,9,0,62,65
58,37,11,12,0,9,0,78,49
51,48,9,11,0,8,0,68,59
47,55,7,11,0,7,0,61,66
56,41,9,12,0,9,0,74,53
58,40,9,12,0,8,0,75,52
50,53,5,11,0,8,0,63,64
51,49,9,11,0,7,0,67,60
60,42,10,9,0,6,0,76,51
56,46,8,7,0,10,0,74,53
55,41,12,13,0,6,0,73,54
53,50,7,9,0,8,0,68,59
65,35,11,10,0,6,0,82,45
55,49,10,7,0,6,0,71,56
63,38,9,8,0,9,0,81,46
49,49,12,9,0,8,0,69,58
46,53,15,8,0,5,0,66,61
54,48,6,12,0,7,0,67,60
69,34,11,7,0,6,0,86,41
49,52,6,11,0,9,0,64,63
49,46,12,13,0,7,0,68,59
54,47,10,9,0,7,0,71,56
56,46,10,10,0,5,0,71,56
59,44,6,9,0,9,0,74,53
54,47,11,9,0,6,0,71,56
61,39,9,13,0,5,0,75,52
53,41,13,10,0,10,0,76,51
64,43,7,8,0,5,0,76,51
53,42,10,12,0,10,0,73,54
62,39,9,10,0,7,0,78,49
62,38,10,10,0,7,0,79,48
55,46,7,11,0,8,0,70,57
52,48,9,10,0,8,0,69,58
53,47,13,10,0,4,0,70,57
58,46,9,5,0,9,0,76,51
50,45,10,12,0,10,0,70,57
60,41,9,9,0,8,0,77,50
59,39,10,12,0,7,0,76,51
46,50,12,11,0,8,0,66,61
52,46,11,10,0,8,0,71,56
56,40,11,14,0,6,0,73,54
66,36,14,8,0,3,0,83,44
50,44,10,14,0,9,0,69,58
58,36,12,11,0,10,0,80,47
42,59,8,12,0,6,0,56,71
61,38,9,11,0,8,0,78,49
55,40,12,12,0,8,0,75,52
57,47,9,4,0,10,0,76,51
50,52,13,8,0,4,0,67,60
49,50,10,11,0,7,0,66,61
51,49,11,11,0,5,0,67,60
54,48,7,13,0,5,0,66,61
63,38,10,9,0,7,0,80,47
48,51,11,11,0,6,0,65,62
61,38,11,9,0,8,0,80,47
53,50,6,12,0,6,0,65,62
52,44,11,13,0,7,0,70,57
49,49,9,13,0,7,0,65,62
49,43,13,12,0,10,0,72,55
54,45,12,10,0,6,0,72,55
50,51,9,10,0,7,0,66,61
60,44,8,9,0,6,0,74,53
51,54,7,7,0,8,0,66,61
39,50,16,14,0,8,0,63,64
47,54,10,10,0,6,0,63,64
57,41,12,11,0,6,0,75,52
45,48,11,14,0,9,0,65,62
54,50,7,8,0,8,0,69,58
53,49,7,11,0,7,0,67,60
55,40,12,12,0,8,0,75,52
50,43,16,8,0,10,0,76,51
47,53,7,11,0,9,0,63,64
56,39,10,12,0,10,0,76,51
61,40,9,10,0,7,0,77,50
49,45,11,15,0,7,0,67,60
59,45,9,8,0,6,0,74,53
52,45,10,13,0,7,0,69,58
59,41,10,10,0,7,0,76,51
48,48,12,13,0,6,0,66,61
47,49,10,10,0,11,0,68,59
53,46,7,13,0,8,0,68,59
55,47,10,11,0,4,0,69,58
50,46,11,11,0,9,0,70,57
52,48,8,12,0,7,0,67,60
49,45,8,14,0,11,0,68,59
53,44,13,13,0,4,0,70,57
47,47,14,8,0,11,0,72,55
56,41,11,10,0,9,0,76,51
57,40,9,14,0,7,0,73,54
59,45,6,11,0,6,0,71,56
52,37,16,13,0,9,0,77,50
52,43,13,11,0,8,0,73,54
57,46,7,10,0,7,0,71,56
54,48,7,12,0,6,0,67,60
55,43,12,9,0,8,0,75,52
60,40,8,11,0,8,0,76,51
58,41,9,11,0,8,0,75,52
54,42,12,10,0,9,0,75,52
60,44,8,5,0,10,0,78,49
56,49,5,12,0,5,0,66,61
47,57,8,9,0,6,0,61,66
63,38,7,11,0,8,0,78,49
53,48,8,11,0,7,0,68,59
58,42,6,13,0,8,0,72,55
45,52,11,12,0,7,0,63,64
49,41,16,15,0,6,0,71,56
61,35,13,13,0,5,0,79,48
65,36,11,9,0,6,0,82,45
44,57,11,7,0,8,0,63,64
40,59,9,12,0,7,0,56,71
56,49,9,8,0,5,0,70,57
49,46,9,13,0,10,0,68,59
57,40,12,7,0,11,0,80,47
59,39,9,13,0,7,0,75,52
54,49,6,13,0,5,0,65,62
56,41,15,9,0,6,0,77,50
54,45,6,12,0,10,0,70,57
50,42,13,13,0,9,0,72,55
45,51,10,13,0,8,0,63,64
48,45,14,10,0,10,0,72,55
52,50,9,10,0,6,0,67,60
50,50,14,8,0,5,0,69,58
50,47,12,12,0,6,0,68,59
59,43,9,7,0,9,0,77,50
64,40,8,8,0,7,0,79,48
47,50,16,10,0,4,0,67,60
53,47,8,10,0,9,0,70,57
51,52,10,8,0,6,0,67,60
40,60,11,9,0,7,0,58,69
55,44,6,14,0,8,0,69,58
55,43,7,15,0,7,0,69,58
48,55,11,9,0,4,0,63,64
56,48,9,5,0,9,0,74,53
48,56,9,10,0,4,0,61,66
60,39,12,11,0,5,0,77,50
49,46,13,12,0,7,0,69,58
48,42,12,17,0,8,0,68,59
49,46,16,11,0,5,0,70,57
50,48,11,11,0,7,0,68,59
64,38,9,10,0,6,0,79,48
55,42,10,15,0,5,0,70,57
55,42,11,14,0,5,0,71,56
58,40,12,11,0,6,0,76,51
63,38,10,9,0,7,0,80,47
65,40,10,7,0,5,0,80,47
55,45,7,14,0,6,0,68,59
51,47,10,13,0,6,0,67,60
51,47,9,12,0,8,0,68,59
59,42,9,10,0,7,0,75,52
57,42,11,9,0,8,0,76,51
48,46,11,12,0,10,0,69,58
50,50,9,10,0,8,0,67,60
62,42,9,7,0,7,0,78,49
48,49,10,12,0,8,0,66,61
59,43,8,13,0,4,0,71,56
45,49,12,15,0,6,0,63,64
57,43,8,11,0,8,0,73,54
56,44,13,10,0,4,0,73,54
53,43,11,11,0,9,0,73,54
58,42,10,9,0,8,0,76,51
51,54,6,13,0,3,0,60,67
58,40,11,12,0,6,0,75,52
59,35,9,13,0,11,0,79,48
56,45,6,13,0,7,0,69,58
58,46,7,9,0,7,0,72,55
54,45,14,10,0,4,0,72,55
56,48,11,8,0,4,0,71,56
59,36,12,10,0,10,0,81,46
48,53,6,11,0,9,0,63,64
61,37,12,10,0,7,0,80,47
48,49,12,12,0,6,0,66,61
57,41,11,10,0,8,0,76,51
51,55,6,8,0,7,0,64,63
55,42,9,14,0,7,0,71,56
46,51,8,13,0,9,0,63,64
46,54,10,11,0,6,0,62,65
61,36,11,8,0,11,0,83,44
49,45,11,17,0,5,0,65,62
49,47,13,11,0,7,0,69,58
62,37,11,13,0,4,0,77,50
52,51,10,11,0,3,0,65,62
53,51,7,12,0,4,0,64,63
50,49,9,12,0,7,0,66,61
57,42,11,10,0,7,0,75,52
48,53,7,9,0,10,0,65,62
54,42,11,11,0,9,0,74,53
53,40,12,12,0,10,0,75,52
51,52,9,8,0,7,0,67,60
54,46,11,11,0,5,0,70,57
48,46,9,15,0,9,0,66,61
49,52,11,9,0,6,0,66,61
54,45,7,11,0,10,0,71,56
58,43,10,10,0,6,0,74,53
54,45,10,11,0,7,0,71,56
46,54,9,12,0,6,0,61,66
48,55,7,9,0,8,0,63,64
39,59,11,10,0,8,0,58,69
43,54,10,12,0,8,0,61,66
47,54,10,10,0,6,0,63,64
56,44,9,10,0,8,0,73,54
49,50,7,14,0,7,0,63,64
42,57,10,9,0,9,0,61,66
65,35,9,12,0,6,0,80,47
51,51,8,9,0,8,0,67,60
55,44,14,9,0,5,0,74,53
44,48,15,13,0,7,0,66,61
55,45,10,10,0,7,0,72,55
53,45,12,9,0,8,0,73,54
53,43,12,11,0,8,0,73,54
65,33,11,13,0,5,0,81,46
47,53,10,12,0,5,0,62,65
55,46,11,10,0,5,0,71,56
53,47,7,12,0,8,0,68,59
49,50,8,10,0,10,0,67,60
53,45,12,7,0,10,0,75,52
52,52,7,11,0,5,0,64,63
55,41,12,10,0,9,0,76,51
51,49,9,10,0,8,0,68,59
52,42,12,15,0,6,0,70,57
55,49,6,8,0,9,0,70,57
60,39,8,12,0,8,0,76,51
52,47,8,12,0,8,0,68,59
52,47,13,10,0,5,0,70,57
50,51,6,16,0,4,0,60,67
57,39,8,15,0,8,0,73,54
53,34,15,18,0,7,0,75,52
53,48,10,9,0,7,0,70,57
57,46,8,10,0,6,0,71,56
63,42,10,7,0,5,0,78,49
60,40,9,10,0,8,0,77,50
54,42,12,11,0,8,0,74,53
46,51,14,10,0,6,0,66,61
54,45,10,9,0,9,0,73,54
43,55,13,9,0,7,0,63,64
49,50,11,11,0,6,0,66,61
50,57,11,5,0,4,0,65,62
49,55,9,7,0,7,0,65,62
60,42,9,9,0,7,0,76,51
51,52,9,7,0,8,0,68,59
52,43,9,17,0,6,0,67,60
45,51,13,11,0,7,0,65,62
51,46,10,10,0,10,0,71,56
60,39,11,12,0,5,0,76,51
60,40,10,11,0,6,0,76,51
49,52,6,12,0,8,0,63,64
55,44,12,9,0,7,0,74,53
53,43,14,10,0,7,0,74,53
48,47,12,11,0,9,0,69,58
51,51,7,12,0,6,0,64,63
60,35,13,12,0,7,0,80,47
55,43,9,11,0,9,0,73,54
48,49,10,13,0,7,0,65,62
54,41,12,11,0,9,0,75,52
67,36,11,7,0,6,0,84,43
59,40,12,11,0,5,0,76,51
53,48,11,9,0,6,0,70,57
46,61,5,8,0,7,0,58,69
58,49,4,10,0,6,0,68,59
46,51,10,12,0,8,0,64,63
48,53,10,9,0,7,0,65,62
62,40,7,10,0,8,0,77,50
47,54,8,11,0,7,0,62,65
51,44,11,12,0,9,0,71,56
65,41,7,10,0,4,0,76,51
49,52,13,9,0,4,0,66,61
53,45,11,12,0,6,0,70,57
51,53,7,11,0,5,0,63,64
52,55,7,8,0,5,0,64,63
61,36,9,11,0,10,0,80,47
63,38,10,10,0,6,0,79,48
52,48,8,14,0,5,0,65,62
50,47,9,14,0,7,0,66,61
52,43,11,11,0,10,0,73,54
41,56,11,11,0,8,0,60,67
55,40,14,9,0,9,0,78,49
45,54,8,15,0,5,0,58,69
48,52,11,11,0,5,0,64,63
56,45,9,9,0,8,0,73,54
50,52,7,11,0,7,0,64,63
53,48,8,11,0,7,0,68,59
40,60,5,13,0,9,0,54,73
49,48,15,12,0,3,0,67,60
60,48,7,6,0,6,0,73,54
49,51,11,10,0,6,0,66,61
49,50,9,12,0,7,0,65,62
55,54,8,8,0,2,0,65,62
43,58,10,10,0,6,0,59,68
57,47,9,8,0,6,0,72,55
58,45,11,10,0,3,0,72,55
52,45,11,12,0,7,0,70,57
45,56,8,10,0,8,0,61,66
51,44,10,14,0,8,0,69,58
57,42,9,13,0,6,0,72,55
56,51,8,7,0,5,0,69,58
49,48,12,10,0,8,0,69,58
51,48,9,10,0,9,0,69,58
57,47,10,8,0,5,0,72,55
46,52,7,12,0,10,0,63,64
65,39,8,9,0,6,0,79,48
56,43,11,13,0,4,0,71,56
56,45,8,13,0,5,0,69,58
51,52,11,4,0,9,0,71,56
63,37,9,12,0,6,0,78,49
48,54,9,9,0,7,0,64,63
55,39,12,13,0,8,0,75,52
56,48,7,9,0,7,0,70,57
57,41,9,12,0,8,0,74,53
58,39,10,11,0,9,0,77,50
56,45,10,10,0,6,0,72,55
52,49,10,8,0,8,0,70,57
49,54,8,9,0,7,0,64,63
57,44,8,8,0,10,0,75,52
57,43,8,11,0,8,0,73,54
63,40,6,13,0,5,0,74,53
57,47,8,8,0,7,0,72,55
55,43,11,9,0,9,0,75,52
48,54,9,11,0,5,0,62,65
56,44,7,13,0,7,0,70,57
51,54,7,9,0,6,0,64,63
55,42,10,12,0,8,0,73,54
59,46,5,10,0,7,0,71,56
56,46,9,10,0,6,0,71,56
46,55,7,12,0,7,0,60,67
47,44,10,15,0,11,0,68,59
52,47,10,13,0,5,0,67,60
50,53,9,8,0,7,0,66,61
52,48,12,9,0,6,0,70,57
51,51,8,11,0,6,0,65,62
57,44,7,10,0,9,0,73,54
47,43,13,14,0,10,0,70,57
56,39,12,14,0,6,0,74,53
54,39,13,15,0,6,0,73,54
52,49,9,10,0,7,0,68,59
59,50,5,6,0,7,0,71,56
53,50,6,11,0,7,0,66,61
49,44,13,10,0,11,0,73,54
53,47,12,10,0,5,0,70,57
59,39,9,13,0,7,0,75,52
54,47,10,10,0,6,0,70,57
63,38,9,12,0,5,0,77,50
61,35,9,13,0,9,0,79,48
57,34,16,12,0,8,0,81,46
41,54,11,14,0,7,0,59,68
50,44,11,13,0,9,0,70,57
47,55,12,5,0,8,0,67,60
56,41,10,13,0,7,0,73,54
69,38,10,6,0,4,0,83,44
52,46,12,12,0,5,0,69,58
51,47,11,11,0,7,0,69,58
57,43,9,9,0,9,0,75,52
56,39,14,10,0,8,0,78,49
57,43,9,10,0,8,0,74,53
46,46,14,12,0,9,0,69,58
60,40,8,11,0,8,0,76,51
57,38,16,9,0,7,0,80,47
59,43,9,10,0,6,0,74,53
55,50,6,9,0,7,0,68,59
45,54,9,13,0,6,0,60,67
46,51,11,12,0,7,0,64,63
44,53,11,12,0,7,0,62,65
57,42,13,8,0,7,0,77,50
53,46,9,12,0,7,0,69,58
53,51,11,9,0,3,0,67,60
59,48,6,9,0,5,0,70,57
57,47,5,12,0,6,0,68,59
59,42,9,12,0,5,0,73,54
48,49,10,13,0,7,0,65,62
67,36,11,6,0,7,0,85,42
64,33,12,8,0,10,0,86,41
50,46,10,13,0,8,0,68,59
61,41,13,7,0,5,0,79,48
47,50,12,12,0,6,0,65,62
59,44,12,6,0,6,0,77,50
51,48,12,9,0,7,0,70,57
50,53,9,8,0,7,0,66,61
49,51,9,9,0,9,0,67,60
62,42,8,7,0,8,0,78,49
63,40,6,9,0,9,0,78,49
60,41,9,13,0,4,0,73,54
43,57,6,12,0,9,0,58,69
60,39,12,11,0,5,0,77,50
50,53,9,10,0,5,0,64,63
53,43,13,10,0,8,0,74,53
54,45,9,10,0,9,0,72,55
58,50,8,7,0,4,0,70,57
57,40,12,11,0,7,0,76,51
51,48,8,12,0,8,0,67,60
61,45,9,9,0,3,0,73,54
62,41,10,9,0,5,0,77,50
53,48,5,13,0,8,0,66,61
55,34,14,13,0,11,0,80,47
55,48,9,7,0,8,0,72,55
50,54,9,7,0,7,0,66,61
51,48,9,11,0,8,0,68,59
59,37,10,11,0,10,0,79,48
51,48,10,8,0,10,0,71,56
51,48,12,11,0,5,0,68,59
53,53,9,5,0,7,0,69,58
53,44,9,12,0,9,0,71,56
56,43,8,11,0,9,0,73,54
58,38,8,14,0,9,0,75,52
63,36,12,10,0,6,0,81,46
52,45,12,13,0,5,0,69,58
47,56,9,11,0,4,0,60,67
53,50,7,10,0,7,0,67,60
48,48,11,11,0,9,0,68,59
50,52,7,10,0,8,0,65,62
50,48,12,9,0,8,0,70,57
50,47,12,9,0,9,0,71,56
47,53,11,8,0,8,0,66,61
48,45,12,14,0,8,0,68,59
52,46,10,9,0,10,0,72,55
59,45,10,9,0,4,0,73,54
51,48,10,10,0,8,0,69,58
47,47,9,15,0,9,0,65,62
69,32,10,9,0,7,0,86,41
47,46,13,12,0,9,0,69,58
46,45,13,14,0,9,0,68,59
56,45,9,12,0,5,0,70,57
46,55,8,11,0,7,0,61,66
57,45,7,10,0,8,0,72,55
49,46,13,9,0,10,0,72,55
51,53,8,5,0,10,0,69,58
62,39,11,10,0,5,0,78,49
56,44,13,8,0,6,0,75,52
53,46,8,10,0,10,0,71,56
54,47,13,7,0,6,0,73,54
58,41,14,6,0,8,0,80,47
59,40,13,10,0,5,0,77,50
55,49,7,8,0,8,0,70,57
48,48,11,14,0,6,0,65,62
58,41,9,9,0,10,0,77,50
56,42,9,12,0,8,0,73,54
44,56,9,11,0,7,0,60,67
56,45,11,8,0,7,0,74,53
51,56,8,9,0,3,0,62,65
59,47,6,11,0,4,0,69,58
56,40,11,11,0,9,0,76,51
53,50,10,8,0,6,0,69,58
58,46,12,4,0,7,0,77,50
49,55,8,11,0,4,0,61,66
43,50,10,16,0,8,0,61,66
43,59,7,14,0,4,0,54,73
45,59,9,8,0,6,0,60,67
47,47,11,15,0,7,0,65,62
59,43,7,10,0,8,0,74,53
54,43,10,10,0,10,0,74,53
61,46,6,4,0,10,0,77,50
51,45,13,12,0,6,0,70,57
55,45,8,11,0,8,0,71,56
48,56,8,8,0,7,0,63,64
53,48,15,8,0,3,0,71,56
53,46,8,10,0,10,0,71,56
50,42,15,14,0,6,0,71,56
57,42,9,9,0,10,0,76,51
50,49,10,10,0,8,0,68,59
54,41,13,9,0,10,0,77,50
57,42,9,9,0,10,0,76,51
46,54,10,10,0,7,0,63,64
51,51,6,12,0,7,0,64,63
45,58,6,11,0,7,0,58,69
51,49,10,11,0,6,0,67,60
50,56,3,12,0,6,0,59,68
54,46,8,12,0,7,0,69,58
57,47,6,9,0,8,0,71,56
59,40,8,12,0,8,0,75,52
53,48,5,13,0,8,0,66,61
52,44,12,10,0,9,0,73,54
59,42,10,11,0,5,0,74,53
54,41,11,12,0,9,0,74,53
59,49,6,7,0,6,0,71,56
50,40,12,15,0,10,0,72,55
48,51,8,12,0,8,0,64,63
54,48,10,9,0,6,0,70,57
54,45,10,8,0,10,0,74,53
54,45,9,12,0,7,0,70,57
53,45,13,11,0,5,0,71,56
43,56,11,10,0,7,0,61,66
57,45,7,11,0,7,0,71,56
55,41,14,8,0,9,0,78,49
58,40,10,10,0,9,0,77,50
63,40,10,9,0,5,0,78,49
61,42,9,9,0,6,0,76,51
46,55,10,9,0,7,0,63,64
46,55,7,10,0,9,0,62,65
48,60,7,6,0,6,0,61,66
49,46,13,11,0,8,0,70,57
56,46,11,10,0,4,0,71,56
48,43,10,18,0,8,0,66,61
55,49,9,11,0,3,0,67,60
62,38,7,12,0,8,0,77,50
60,42,11,7,0,7,0,78,49
50,42,12,13,0,10,0,72,55
62,32,12,12,0,9,0,83,44
52,57,5,9,0,4,0,61,66
53,50,9,11,0,4,0,66,61
54,45,9,12,0,7,0,70,57
55,48,7,11,0,6,0,68,59
56,42,9,12,0,8,0,73,54
49,43,13,12,0,10,0,72,55
57,41,11,11,0,7,0,75,52
57,41,8,14,0,7,0,72,55
58,40,12,11,0,6,0,76,51
52,45,10,16,0,4,0,66,61
54,43,12,12,0,6,0,72,55
64,36,10,8,0,9,0,83,44
55,44,10,10,0,8,0,73,54
54,51,8,9,0,5,0,67,60
56,39,12,12,0,8,0,76,51
51,42,13,14,0,7,0,71,56
56,45,10,9,0,7,0,73,54
48,45,11,13,0,10,0,69,58
59,40,14,9,0,5,0,78,49
42,51,16,15,0,3,0,61,66
51,41,10,15,0,10,0,71,56
53,49,9,8,0,8,0,70,57
56,42,11,11,0,7,0,74,53
56,46,8,12,0,5,0,69,58
55,45,10,11,0,6,0,71,56
49,47,13,10,0,8,0,70,57
41,55,8,16,0,7,0,56,71
52,47,8,13,0,7,0,67,60
61,43,11,10,0,2,0,74,53
55,42,13,11,0,6,0,74,53
49,50,13,7,0,8,0,70,57
55,44,9,13,0,6,0,70,57
54,43,8,15,0,7,0,69,58
57,41,11,10,0,8,0,76,51
54,51,8,8,0,6,0,68,59
56,49,10,10,0,2,0,68,59
50,57,6,8,0,6,0,62,65
54,43,12,11,0,7,0,73,54
55,47,6,13,0,6,0,67,60
