constituency,party,total_votes,year,winner,vote_share,rank,vote_swing
SONAI,IND,299.0,2021,0,0.00202940258188877,11,-0.0012420758277111865
SONAI,IND,241.0,2021,0,0.0016357392047999782,13,-0.00039366337708879166
SONAI,IND,236.0,2021,0,0.0016018027067750825,14,-3.3936498024895664e-05
SONAI,IND,141.0,2021,0,0.000957009244302062,15,-0.0006447934624730206
SONAI,NOTA,1231.0,2021,0,0.008355165813729349,5,
SONAI,SP,469.0,2021,0,0.0031832435147352276,10,
SONAI,SUCI,244.0,2021,0,0.0016561011036149158,12,
SONARI,ASMJTYP,16799.0,2021,0,0.11570435776815048,3,
SONARI,BJP,69690.0,2021,1,0.4799950409466282,1,
SONARI,INC,54573.0,2021,0,0.37587558286096057,2,
SONARI,IND,1617.0,2021,0,0.011137207364194258,5,
SONARI,NOTA,2510.0,2021,0,0.017287811060066535,4,
SOOTEA,BJP,84807.0,2021,1,0.5650372107588063,1,
SOOTEA,INC,60432.0,2021,0,0.4026357343211785,2,
SOOTEA,NOTA,2411.0,2021,0,0.016063588089892132,4,
SOOTEA,VPI,2441.0,2021,0,0.016263466830123058,3,
SORBHOG,BJP,85872.0,2021,0,0.4485114384205578,2,
SORBHOG,CPI(M),96134.0,2021,1,0.5021101013266479,1,
SORBHOG,IND,2432.0,2021,0,0.012702392144573279,3,
SORBHOG,IND,945.0,2021,0,0.004935756816045127,5,-0.007766635328528152
SORBHOG,IND,873.0,2021,0,0.00455969915387026,6,-0.000376057662174867
SORBHOG,IND,795.0,2021,0,0.004152303353180821,8,-0.00040739580068943886
SORBHOG,JD(U),644.0,2021,0,0.003363626867230753,9,
SORBHOG,NOTA,1896.0,2021,0,0.009902851770604825,4,
SORBHOG,PLTIJSTP,852.0,2021,0,0.004450015669069257,7,
SORBHOG,RPPRINAT,617.0,2021,0,0.003222605243915178,10,
SORBHOG,TNRMPI,400.0,2021,0,0.0020892092343048154,11,
Sadiya,BJP,120848.0,2016,1,0.07692307692307693,1,
Sadiya,CPM,120848.0,2016,1,0.07692307692307693,1,
Sadiya,INC,120848.0,2016,1,0.07692307692307693,1,
Sadiya,IND,120848.0,2016,1,0.07692307692307693,1,
Sadiya,IND,120848.0,2016,1,0.07692307692307693,1,0.0
Sadiya,IND,120848.0,2016,1,0.07692307692307693,1,0.0
Sadiya,IND,120848.0,2016,1,0.07692307692307693,1,0.0
Sadiya,IND,120848.0,2016,1,0.07692307692307693,1,0.0
Sadiya,IND,120848.0,2016,1,0.07692307692307693,1,0.0
Sadiya,IND,120848.0,2016,1,0.07692307692307693,1,0.0
Sadiya,IND,120848.0,2016,1,0.07692307692307693,1,0.0
Sadiya,NCP,120848.0,2016,1,0.07692307692307693,1,
Sadiya,NOTA,120848.0,2016,1,0.07692307692307693,1,
Salmara South,AIUDF,147097.0,2016,1,0.2,1,
Salmara South,BJP,147097.0,2016,1,0.2,1,
Salmara South,INC,147097.0,2016,1,0.2,1,
Salmara South,NOTA,147097.0,2016,1,0.2,1,
Salmara South,SUCI,147097.0,2016,1,0.2,1,
Samaguri,AIUDF,127751.0,2016,1,0.16666666666666666,1,
Samaguri,BJP,127751.0,2016,1,0.16666666666666666,1,
Samaguri,INC,127751.0,2016,1,0.16666666666666666,1,
Samaguri,IND,127751.0,2016,1,0.16666666666666666,1,
Samaguri,IND,127751.0,2016,1,0.16666666666666666,1,0.0
Samaguri,NOTA,127751.0,2016,1,0.16666666666666666,1,
Sarukhetri,AGP,155492.0,2016,1,0.08333333333333333,1,
Sarukhetri,AIUDF,155492.0,2016,1,0.08333333333333333,1,
Sarukhetri,BGANP,155492.0,2016,1,0.08333333333333333,1,
Sarukhetri,CPM,155492.0,2016,1,0.08333333333333333,1,
Sarukhetri,INC,155492.0,2016,1,0.08333333333333333,1,
Sarukhetri,IND,155492.0,2016,1,0.08333333333333333,1,
Sarukhetri,IND,155492.0,2016,1,0.08333333333333333,1,0.0
Sarukhetri,NCP,155492.0,2016,1,0.08333333333333333,1,
Sarukhetri,NOTA,155492.0,2016,1,0.08333333333333333,1,
Sarukhetri,RAJPA,155492.0,2016,1,0.08333333333333333,1,
Sarukhetri,RPI,155492.0,2016,1,0.08333333333333333,1,
Sarukhetri,TNRMPI,155492.0,2016,1,0.08333333333333333,1,
Sarupathar,AGP,186263.0,2016,1,0.125,1,
Sarupathar,AIUDF,186263.0,2016,1,0.125,1,
Sarupathar,INC,186263.0,2016,1,0.125,1,
Sarupathar,IND,186263.0,2016,1,0.125,1,
Sarupathar,IND,186263.0,2016,1,0.125,1,0.0
Sarupathar,IND,186263.0,2016,1,0.125,1,0.0
Sarupathar,IND,186263.0,2016,1,0.125,1,0.0
Sarupathar,NOTA,186263.0,2016,1,0.125,1,
Sibsagar,AIUDF,113331.0,2016,1,0.1111111111111111,1,
Sibsagar,BJP,113331.0,2016,1,0.1111111111111111,1,
Sibsagar,CPI,113331.0,2016,1,0.1111111111111111,1,
Sibsagar,INC,113331.0,2016,1,0.1111111111111111,1,
Sibsagar,IND,113331.0,2016,1,0.1111111111111111,1,
Sibsagar,IND,113331.0,2016,1,0.1111111111111111,1,0.0
Sibsagar,IND,113331.0,2016,1,0.1111111111111111,1,0.0
Sibsagar,LDP,113331.0,2016,1,0.1111111111111111,1,
Sibsagar,NOTA,113331.0,2016,1,0.1111111111111111,1,
Sidli ,AIUDF,157247.0,2016,1,0.16666666666666666,1,
Sidli ,BOPF,157247.0,2016,1,0.16666666666666666,1,
Sidli ,IND,157247.0,2016,1,0.16666666666666666,1,
Sidli ,IND,157247.0,2016,1,0.16666666666666666,1,0.0
Sidli ,IND,157247.0,2016,1,0.16666666666666666,1,0.0
Sidli ,NOTA,157247.0,2016,1,0.16666666666666666,1,
Silchar,BGANP,156594.0,2016,1,0.0625,1,
Silchar,BJP,156594.0,2016,1,0.0625,1,
Silchar,CPM,156594.0,2016,1,0.0625,1,
Silchar,INC,156594.0,2016,1,0.0625,1,
Silchar,IND,156594.0,2016,1,0.0625,1,
Silchar,IND,156594.0,2016,1,0.0625,1,0.0
Silchar,IND,156594.0,2016,1,0.0625,1,0.0
Silchar,IND,156594.0,2016,1,0.0625,1,0.0
Silchar,IND,156594.0,2016,1,0.0625,1,0.0
Silchar,IND,156594.0,2016,1,0.0625,1,0.0
Silchar,IND,156594.0,2016,1,0.0625,1,0.0
Silchar,IND,156594.0,2016,1,0.0625,1,0.0
Silchar,IND,156594.0,2016,1,0.0625,1,0.0
Silchar,NOTA,156594.0,2016,1,0.0625,1,
Silchar,SP,156594.0,2016,1,0.0625,1,
Silchar,SUCI,156594.0,2016,1,0.0625,1,
Sipajhar,AIUDF,136755.0,2016,1,0.08333333333333333,1,
Sipajhar,BJP,136755.0,2016,1,0.08333333333333333,1,
Sipajhar,INC,136755.0,2016,1,0.08333333333333333,1,
Sipajhar,IND,136755.0,2016,1,0.08333333333333333,1,
Sipajhar,IND,136755.0,2016,1,0.08333333333333333,1,0.0
Sipajhar,IND,136755.0,2016,1,0.08333333333333333,1,0.0
Sipajhar,IND,136755.0,2016,1,0.08333333333333333,1,0.0
Sipajhar,IND,136755.0,2016,1,0.08333333333333333,1,0.0
Sipajhar,LJP,136755.0,2016,1,0.08333333333333333,1,
Sipajhar,NOTA,136755.0,2016,1,0.08333333333333333,1,
Sipajhar,RPI(A),136755.0,2016,1,0.08333333333333333,1,
Sipajhar,SUCI,136755.0,2016,1,0.08333333333333333,1,
Sonai,AIUDF,123465.0,2016,1,0.07692307692307693,1,
Sonai,BJP,123465.0,2016,1,0.07692307692307693,1,
Sonai,INC,123465.0,2016,1,0.07692307692307693,1,
Sonai,IND,123465.0,2016,1,0.07692307692307693,1,
Sonai,IND,123465.0,2016,1,0.07692307692307693,1,0.0
Sonai,IND,123465.0,2016,1,0.07692307692307693,1,0.0
Sonai,IND,123465.0,2016,1,0.07692307692307693,1,0.0
Sonai,IND,123465.0,2016,1,0.07692307692307693,1,0.0
Sonai,IND,123465.0,2016,1,0.07692307692307693,1,0.0
Sonai,IND,123465.0,2016,1,0.07692307692307693,1,0.0
Sonai,LJP,123465.0,2016,1,0.07692307692307693,1,
Sonai,NOTA,123465.0,2016,1,0.07692307692307693,1,
Sonai,SP,123465.0,2016,1,0.07692307692307693,1,
Sonari,BJP,131346.0,2016,1,0.125,1,
Sonari,BVM,131346.0,2016,1,0.125,1,
Sonari,INC,131346.0,2016,1,0.125,1,
Sonari,IND,131346.0,2016,1,0.125,1,
Sonari,JD(U),131346.0,2016,1,0.125,1,
Sonari,JNCP,131346.0,2016,1,0.125,1,
Sonari,LDP,131346.0,2016,1,0.125,1,
Sonari,NOTA,131346.0,2016,1,0.125,1,
Sootea,BJP,131702.0,2016,1,0.14285714285714285,1,
Sootea,CPM,131702.0,2016,1,0.14285714285714285,1,
Sootea,INC,131702.0,2016,1,0.14285714285714285,1,
Sootea,IND,131702.0,2016,1,0.14285714285714285,1,
Sootea,IND,131702.0,2016,1,0.14285714285714285,1,0.0
Sootea,IND,131702.0,2016,1,0.14285714285714285,1,0.0
Sootea,NOTA,131702.0,2016,1,0.14285714285714285,1,
Sorbhog,AIUDF,169347.0,2016,1,0.06666666666666667,1,
Sorbhog,BGANP,169347.0,2016,1,0.06666666666666667,1,
Sorbhog,BJP,169347.0,2016,1,0.06666666666666667,1,
Sorbhog,CPM,169347.0,2016,1,0.06666666666666667,1,
Sorbhog,INC,169347.0,2016,1,0.06666666666666667,1,
Sorbhog,IND,169347.0,2016,1,0.06666666666666667,1,
Sorbhog,IND,169347.0,2016,1,0.06666666666666667,1,0.0
Sorbhog,IND,169347.0,2016,1,0.06666666666666667,1,0.0
Sorbhog,IND,169347.0,2016,1,0.06666666666666667,1,0.0
Sorbhog,IND,169347.0,2016,1,0.06666666666666667,1,0.0
Sorbhog,IND,169347.0,2016,1,0.06666666666666667,1,0.0
Sorbhog,JNCP,169347.0,2016,1,0.06666666666666667,1,
Sorbhog,NOTA,169347.0,2016,1,0.06666666666666667,1,
Sorbhog,RPI(A),169347.0,2016,1,0.06666666666666667,1,
Sorbhog,TNRMPI,169347.0,2016,1,0.06666666666666667,1,
TAMULPUR,BGANP,7695.0,2021,0,0.045646254871603224,4,
TAMULPUR,BOPF,46635.0,2021,0,0.2766358799138683,2,
TAMULPUR,IND,14379.0,2021,0,0.0852953214813233,3,
TAMULPUR,IND,6549.0,2021,0,0.03884825512074458,5,-0.046447066360578715
TAMULPUR,IND,3713.0,2021,0,0.022025281915303806,6,-0.016822973205440774
TAMULPUR,IND,2103.0,2021,0,0.012474863417151602,8,-0.009550418498152203
TAMULPUR,IND,1574.0,2021,0,0.009336868767758737,10,-0.0031379946493928657
TAMULPUR,IND,1475.0,2021,0,0.008749607009176706,11,-0.0005872617585820309
TAMULPUR,IND,1361.0,2021,0,0.008073366196264066,12,-0.0006762408129126398
TAMULPUR,NOTA,2562.0,2021,0,0.015197622479668287,7,
TAMULPUR,UPPL,78818.0,2021,1,0.46754340694867097,1,
TAMULPUR,VPI,1715.0,2021,0,0.010173271878466476,9,
TEOK,AGP,47555.0,2021,1,0.45782308995687,1,
TEOK,INC,46205.0,2021,0,0.4448263247073321,2,
TEOK,IND,5956.0,2021,0,0.05733980283425755,3,
TEOK,IND,1120.0,2021,0,0.010782501540357363,5,-0.046557301293900184
TEOK,LJP,1109.0,2021,0,0.010676601971657424,6,
TEOK,NOTA,1927.0,2021,0,0.01855167898952557,4,
TEZPUR,AGP,71454.0,2021,1,0.4768909385782838,1,
TEZPUR,ASMJTYP,8686.0,2021,0,0.05797120794484526,3,
TEZPUR,INC,61331.0,2021,0,0.4093290530123537,2,
TEZPUR,IND,4037.0,2021,0,0.026943330241001647,4,
TEZPUR,IND,769.0,2021,0,0.005132380717198481,7,-0.021810949523803167
TEZPUR,IND,590.0,2021,0,0.003937717325288821,8,-0.0011946633919096596
TEZPUR,NOTA,2050.0,2021,0,0.013681899181088279,5,
TEZPUR,SUCI,916.0,2021,0,0.006113472999939933,6,
THOWRA,ASMJTYP,1705.0,2021,0,0.017596004004251938,3,
THOWRA,BJP,46020.0,2021,0,0.4749373045605127,2,
THOWRA,INC,48026.0,2021,1,0.49563969988750944,1,
THOWRA,NOTA,1146.0,2021,0,0.011826991547725936,4,
TINGKHONG,ASMJTYP,16690.0,2021,0,0.1402297112225779,3,
TINGKHONG,BJP,62675.0,2021,1,0.5265965938211546,1,
TINGKHONG,INC,34281.0,2021,0,0.2880296423260152,2,
TINGKHONG,IND,3445.0,2021,0,0.028944958367991665,4,
TINGKHONG,NOTA,1928.0,2021,0,0.016199094262260648,5,
TINSUKIA,ASMJTYP,15060.0,2021,0,0.11502768760740882,2,
TINSUKIA,BGANP,850.0,2021,0,0.006492266564827191,10,
TINSUKIA,BJP,85857.0,2021,1,0.6557723887721978,1,
TINSUKIA,BLSP,1081.0,2021,0,0.008256635478327286,9,
TINSUKIA,IND,6031.0,2021,0,0.04606454076761505,4,
TINSUKIA,JD(U),1188.0,2021,0,0.009073897269429063,8,
TINSUKIA,LJP,768.0,2021,0,0.00586595379033798,11,
TINSUKIA,NCP,1320.0,2021,0,0.010082108077143402,7,
TINSUKIA,NOTA,2539.0,2021,0,0.019392782127172044,6,
TINSUKIA,PLTIJSTP,2910.0,2021,0,0.022226465533702503,5,
TINSUKIA,RJD,13321.0,2021,0,0.10174527401183883,3,
TITABAR,ASMJTYP,3885.0,2021,0,0.031955582973473166,3,
TITABAR,BJP,50924.0,2021,0,0.4188690108986223,2,
TITABAR,INC,64303.0,2021,1,0.528916306806498,1,
TITABAR,IND,901.0,2021,0,0.007411063129755295,5,
TITABAR,NOTA,1562.0,2021,0,0.012848036191651244,4,
Tamulpur,BOPF,147039.0,2016,1,0.1,1,
Tamulpur,INC,147039.0,2016,1,0.1,1,
Tamulpur,IND,147039.0,2016,1,0.1,1,
Tamulpur,IND,147039.0,2016,1,0.1,1,0.0
Tamulpur,IND,147039.0,2016,1,0.1,1,0.0
Tamulpur,IND,147039.0,2016,1,0.1,1,0.0
Tamulpur,IND,147039.0,2016,1,0.1,1,0.0
Tamulpur,LDP,147039.0,2016,1,0.1,1,
Tamulpur,NOTA,147039.0,2016,1,0.1,1,
Tamulpur,RPI(A),147039.0,2016,1,0.1,1,
Teok,AGP,95446.0,2016,1,0.08333333333333333,1,
Teok,CPI(ML)(L),95446.0,2016,1,0.08333333333333333,1,
Teok,INC,95446.0,2016,1,0.08333333333333333,1,
Teok,IND,95446.0,2016,1,0.08333333333333333,1,
Teok,IND,95446.0,2016,1,0.08333333333333333,1,0.0
Teok,IND,95446.0,2016,1,0.08333333333333333,1,0.0
Teok,IND,95446.0,2016,1,0.08333333333333333,1,0.0
Teok,IND,95446.0,2016,1,0.08333333333333333,1,0.0
Teok,IND,95446.0,2016,1,0.08333333333333333,1,0.0
Teok,IND,95446.0,2016,1,0.08333333333333333,1,0.0
Teok,IND,95446.0,2016,1,0.08333333333333333,1,0.0
Teok,NOTA,95446.0,2016,1,0.08333333333333333,1,
Tezpur,AGP,135410.0,2016,1,0.1111111111111111,1,
Tezpur,AIUDF,135410.0,2016,1,0.1111111111111111,1,
Tezpur,INC,135410.0,2016,1,0.1111111111111111,1,
Tezpur,IND,135410.0,2016,1,0.1111111111111111,1,
Tezpur,IND,135410.0,2016,1,0.1111111111111111,1,0.0
Tezpur,JMBP,135410.0,2016,1,0.1111111111111111,1,
Tezpur,NCP,135410.0,2016,1,0.1111111111111111,1,
Tezpur,NOTA,135410.0,2016,1,0.1111111111111111,1,
Tezpur,SUCI,135410.0,2016,1,0.1111111111111111,1,
Thowra,BJP,85836.0,2016,1,0.25,1,
Thowra,CPI,85836.0,2016,1,0.25,1,
Thowra,INC,85836.0,2016,1,0.25,1,
Thowra,NOTA,85836.0,2016,1,0.25,1,
Tingkhong,BJP,104500.0,2016,1,0.14285714285714285,1,
Tingkhong,CPI(ML)(L),104500.0,2016,1,0.14285714285714285,1,
Tingkhong,INC,104500.0,2016,1,0.14285714285714285,1,
Tingkhong,IND,104500.0,2016,1,0.14285714285714285,1,
Tingkhong,IND,104500.0,2016,1,0.14285714285714285,1,0.0
Tingkhong,JDP,104500.0,2016,1,0.14285714285714285,1,
Tingkhong,NOTA,104500.0,2016,1,0.14285714285714285,1,
Tinsukia,BJP,115843.0,2016,1,0.125,1,
Tinsukia,INC,115843.0,2016,1,0.125,1,
Tinsukia,IND,115843.0,2016,1,0.125,1,
Tinsukia,IND,115843.0,2016,1,0.125,1,0.0
Tinsukia,JNCP,115843.0,2016,1,0.125,1,
Tinsukia,NCP,115843.0,2016,1,0.125,1,
Tinsukia,NOTA,115843.0,2016,1,0.125,1,
Tinsukia,SHS,115843.0,2016,1,0.125,1,
Titabar,BJP,113504.0,2016,1,0.14285714285714285,1,
Titabar,BVM,113504.0,2016,1,0.14285714285714285,1,
Titabar,CPI,113504.0,2016,1,0.14285714285714285,1,
Titabar,INC,113504.0,2016,1,0.14285714285714285,1,
Titabar,IND,113504.0,2016,1,0.14285714285714285,1,
Titabar,IND,113504.0,2016,1,0.14285714285714285,1,0.0
Titabar,NOTA,113504.0,2016,1,0.14285714285714285,1,
UDALGURI,BOPF,56916.0,2021,0,0.464665926458102,2,
UDALGURI,NOTA,3805.0,2021,0,0.0310642675200836,3,
UDALGURI,UPPL,61767.0,2021,1,0.5042698060218144,1,
UDHARBOND,ASMJTYP,811.0,2021,0,0.006217370305348778,5,
UDHARBOND,BJP,61745.0,2021,1,0.47335577004162804,1,
UDHARBOND,INC,59060.0,2021,0,0.4527717512131922,2,
UDHARBOND,IND,5796.0,2021,0,0.04443388198495872,3,
UDHARBOND,IND,710.0,2021,0,0.005443073880145047,6,-0.03899080810481367
UDHARBOND,IND,544.0,2021,0,0.004170467874364655,7,-0.0012726060057803917
UDHARBOND,IND,281.0,2021,0,0.002154230648339096,8,-0.002016237226025559
UDHARBOND,NOTA,1494.0,2021,0,0.011453454052023521,4,
Udalguri,BOPF,109995.0,2016,1,0.14285714285714285,1,
Udalguri,INC,109995.0,2016,1,0.14285714285714285,1,
Udalguri,IND,109995.0,2016,1,0.14285714285714285,1,
Udalguri,IND,109995.0,2016,1,0.14285714285714285,1,0.0
Udalguri,IND,109995.0,2016,1,0.14285714285714285,1,0.0
Udalguri,IND,109995.0,2016,1,0.14285714285714285,1,0.0
Udalguri,NOTA,109995.0,2016,1,0.14285714285714285,1,
Udharbond,AIUDF,112160.0,2016,1,0.14285714285714285,1,
Udharbond,BJP,112160.0,2016,1,0.14285714285714285,1,
Udharbond,INC,112160.0,2016,1,0.14285714285714285,1,
Udharbond,IND,112160.0,2016,1,0.14285714285714285,1,
Udharbond,IND,112160.0,2016,1,0.14285714285714285,1,0.0
Udharbond,NOTA,112160.0,2016,1,0.14285714285714285,1,
Udharbond,SP,112160.0,2016,1,0.14285714285714285,1,
