constituency,party,total_votes,year,winner,vote_share,rank,vote_swing
ABHAYAPURI NORTH,AGP,60495.0,2021,0,0.37995314570680266,2,
ABHAYAPURI NORTH,AITC,1567.0,2021,0,0.009841913865981648,3,
ABHAYAPURI NORTH,ASMJTYP,1264.0,2021,0,0.007938850750862031,4,
ABHAYAPURI NORTH,INC,93276.0,2021,1,0.5858419641118725,1,
ABHAYAPURI NORTH,IND,811.0,2021,0,0.005093677182712902,6,
ABHAYAPURI NORTH,IND,413.0,2021,0,0.0025939441140079263,7,-0.0024997330687049754
ABHAYAPURI NORTH,JD(U),366.0,2021,0,0.002298749505392012,8,
ABHAYAPURI NORTH,NOTA,1025.0,2021,0,0.00643775476236834,5,
ABHAYAPURI SOUTH,AGP,65869.0,2021,0,0.3559351342004442,2,
ABHAYAPURI SOUTH,INC,112954.0,2021,1,0.6103675044175101,1,
ABHAYAPURI SOUTH,IND,2489.0,2021,0,0.013449764669645897,3,
ABHAYAPURI SOUTH,IND,2105.0,2021,0,0.01137475075516457,4,-0.002075013914481328
ABHAYAPURI SOUTH,NOTA,1642.0,2021,0,0.00887284595723526,5,
ALGAPUR,AGP,7549.0,2021,0,0.05590775109978819,3,
ALGAPUR,AIFB,552.0,2021,0,0.004088101550812436,11,
ALGAPUR,AIUDF,66785.0,2021,1,0.4946084457808126,1,
ALGAPUR,BJP,49181.0,2021,0,0.3642335550190334,2,
ALGAPUR,IND,2343.0,2021,0,0.017352213647741917,4,
ALGAPUR,IND,1601.0,2021,0,0.011856975693570127,5,-0.00549523795417179
ALGAPUR,IND,1403.0,2021,0,0.010390591441648275,6,-0.0014663842519218526
ALGAPUR,IND,794.0,2021,0,0.0058803489698280335,7,-0.004510242471820241
ALGAPUR,IND,760.0,2021,0,0.005628545613437412,8,-0.0002518033563906211
ALGAPUR,IND,634.0,2021,0,0.004695391998578052,9,-0.0009331536148593604
ALGAPUR,IND,594.0,2021,0,0.004399152755765556,10,-0.00029623924281249603
ALGAPUR,IND,534.0,2021,0,0.003954793891546813,12,-0.0004443588642187432
ALGAPUR,IND,466.0,2021,0,0.003451187178765571,13,-0.0005036067127812418
ALGAPUR,IND,339.0,2021,0,0.002510627582835898,15,-0.0009405595959296729
ALGAPUR,IND,314.0,2021,0,0.0023254780560780885,16,-0.00018514952675780958
ALGAPUR,IND,280.0,2021,0,0.0020736746996874674,17,-0.0002518033563906211
ALGAPUR,IND,224.0,2021,0,0.001658939759749974,18,-0.00041473493993749344
ALGAPUR,IND,136.0,2021,0,0.0010072134255624842,19,-0.0006517263341874898
ALGAPUR,IND,95.0,2021,0,0.0007035682016796766,20,-0.00030364522388280765
ALGAPUR,NOTA,442.0,2021,0,0.003273443633078074,14,
AMGURI,AGP,49891.0,2021,1,0.4802568249201032,1,
AMGURI,ASMJTYP,6987.0,2021,0,0.06725771052327596,3,
AMGURI,INC,43712.0,2021,0,0.4207770205228909,2,
AMGURI,IND,1022.0,2021,0,0.009837896114897385,5,
AMGURI,IND,959.0,2021,0,0.009231450463979054,6,-0.000606445650918332
AMGURI,NOTA,1313.0,2021,0,0.01263909745485349,4,
Abhayapuri North,AGP,136687.0,2016,1,0.125,1,
Abhayapuri North,AIUDF,136687.0,2016,1,0.125,1,
Abhayapuri North,CPM,136687.0,2016,1,0.125,1,
Abhayapuri North,INC,136687.0,2016,1,0.125,1,
Abhayapuri North,IND,136687.0,2016,1,0.125,1,
Abhayapuri North,IND,136687.0,2016,1,0.125,1,0.0
Abhayapuri North,NOTA,136687.0,2016,1,0.125,1,
Abhayapuri North,RPI(A),136687.0,2016,1,0.125,1,
Abhayapuri South (SC),AGP,158529.0,2016,1,0.14285714285714285,1,
Abhayapuri South (SC),AIUDF,158529.0,2016,1,0.14285714285714285,1,
Abhayapuri South (SC),INC,158529.0,2016,1,0.14285714285714285,1,
Abhayapuri South (SC),IND,158529.0,2016,1,0.14285714285714285,1,
Abhayapuri South (SC),JNCP,158529.0,2016,1,0.14285714285714285,1,
Abhayapuri South (SC),NOTA,158529.0,2016,1,0.14285714285714285,1,
Abhayapuri South (SC),RPI(A),158529.0,2016,1,0.14285714285714285,1,
Algapur,AGP,119393.0,2016,1,0.06666666666666667,1,
Algapur,AIUDF,119393.0,2016,1,0.06666666666666667,1,
Algapur,BJP,119393.0,2016,1,0.06666666666666667,1,
Algapur,INC,119393.0,2016,1,0.06666666666666667,1,
Algapur,IND,119393.0,2016,1,0.06666666666666667,1,
Algapur,IND,119393.0,2016,1,0.06666666666666667,1,0.0
Algapur,IND,119393.0,2016,1,0.06666666666666667,1,0.0
Algapur,IND,119393.0,2016,1,0.06666666666666667,1,0.0
Algapur,IND,119393.0,2016,1,0.06666666666666667,1,0.0
Algapur,IND,119393.0,2016,1,0.06666666666666667,1,0.0
Algapur,IND,119393.0,2016,1,0.06666666666666667,1,0.0
Algapur,IND,119393.0,2016,1,0.06666666666666667,1,0.0
Algapur,IND,119393.0,2016,1,0.06666666666666667,1,0.0
Algapur,NOTA,119393.0,2016,1,0.06666666666666667,1,
Algapur,SP,119393.0,2016,1,0.06666666666666667,1,
Amguri,AGP,96014.0,2016,1,0.1111111111111111,1,
Amguri,AIFB,96014.0,2016,1,0.1111111111111111,1,
Amguri,AIUDF,96014.0,2016,1,0.1111111111111111,1,
Amguri,INC,96014.0,2016,1,0.1111111111111111,1,
Amguri,IND,96014.0,2016,1,0.1111111111111111,1,
Amguri,IND,96014.0,2016,1,0.1111111111111111,1,0.0
Amguri,IND,96014.0,2016,1,0.1111111111111111,1,0.0
Amguri,IND,96014.0,2016,1,0.1111111111111111,1,0.0
Amguri,NOTA,96014.0,2016,1,0.1111111111111111,1,
BADARPUR,AIUDF,74452.0,2021,1,0.5662093511392328,1,
BADARPUR,ASMJTYP,2123.0,2021,0,0.016145468925866213,3,
BADARPUR,BJP,50504.0,2021,0,0.3840842028412375,2,
BADARPUR,IND,566.0,2021,0,0.004304444376844218,5,
BADARPUR,IND,456.0,2021,0,0.0034678915827578865,6,-0.0008365527940863318
BADARPUR,IND,292.0,2021,0,0.002220667417029173,8,-0.0012472241657287136
BADARPUR,IND,229.0,2021,0,0.001741550816779728,9,-0.0004791166002494449
BADARPUR,IND,218.0,2021,0,0.0016578955373710948,10,-8.365527940863314e-05
BADARPUR,IND,175.0,2021,0,0.0013308794451373468,11,-0.00032701609223374805
BADARPUR,IND,159.0,2021,0,0.0012091990387247894,12,-0.00012168040641255735
BADARPUR,IND,103.0,2021,0,0.0007833176162808384,13,-0.00042588142244395105
BADARPUR,IND,78.0,2021,0,0.0005931919812612174,14,-0.00019012563501962095
BADARPUR,IND,72.0,2021,0,0.0005475618288565084,15,-4.563015240470903e-05
BADARPUR,NOTA,1706.0,2021,0,0.012974173333738934,4,
BADARPUR,RUC,359.0,2021,0,0.0027302041188817573,7,
BAGHBAR,AIUDF,65415.0,2021,0,0.4324215341495016,2,
BAGHBAR,BHARP,170.0,2021,0,0.0011237737645099024,10,
BAGHBAR,BJP,3038.0,2021,0,0.020082498215182844,3,
BAGHBAR,INC,79357.0,2021,1,0.5245842037071313,1,
BAGHBAR,IND,487.0,2021,0,0.0032192813136254265,7,
BAGHBAR,JD(U),158.0,2021,0,0.001044448557603321,11,
BAGHBAR,NOTA,740.0,2021,0,0.004891721092572516,4,
BAGHBAR,RPI(A),272.0,2021,0,0.0017980380232158438,9,
BAGHBAR,RPPRINAT,617.0,2021,0,0.004078637721780058,5,
BAGHBAR,TNRMPI,409.0,2021,0,0.0027036674687326476,8,
BAGHBAR,VPI,613.0,2021,0,0.00405219598614453,6,
BAITHALANGSO,BJP,89715.0,2021,1,0.5500208445730541,1,
BAITHALANGSO,INC,36278.0,2021,0,0.2224115944872235,2,
BAITHALANGSO,IND,17965.0,2021,0,0.1101390455637844,3,
BAITHALANGSO,IND,11547.0,2021,0,0.07079184854578449,4,-0.03934719701799991
BAITHALANGSO,IND,1479.0,2021,0,0.009067389278532543,7,-0.06172445926725195
BAITHALANGSO,IND,1223.0,2021,0,0.007497915542694591,8,-0.0015694737358379523
BAITHALANGSO,JD(U),942.0,2021,0,0.005775172887341214,9,
BAITHALANGSO,NOTA,2082.0,2021,0,0.012764235617244593,5,
BAITHALANGSO,NPEP,1881.0,2021,0,0.011531953504340576,6,
BARAMA,BOPF,38613.0,2021,0,0.2895678192985219,2,
BARAMA,IND,25890.0,2021,0,0.19415509910234202,3,
BARAMA,IND,2569.0,2021,0,0.019265525283658425,4,-0.17488957381868359
BARAMA,NOTA,2092.0,2021,0,0.015688391939826168,5,
BARAMA,UPPL,62385.0,2021,1,0.46783954644648923,1,
BARAMA,VPI,1798.0,2021,0,0.01348361792916226,6,
BARCHALLA,ASMJTYP,10192.0,2021,0,0.07437895904486674,3,
BARCHALLA,BJP,70569.0,2021,1,0.5149969349330064,1,
BARCHALLA,INC,52787.0,2021,0,0.3852278366465248,2,
BARCHALLA,IND,1624.0,2021,0,0.011851592375280964,5,
BARCHALLA,NOTA,1856.0,2021,0,0.013544677000321102,4,
BARHAMPUR,AJM,333.0,2021,0,0.0023131907444584147,7,
BARHAMPUR,ASMJTYP,1922.0,2021,0,0.013351209041588808,3,
BARHAMPUR,BJP,70111.0,2021,1,0.48702737623040215,1,
BARHAMPUR,INC,69360.0,2021,0,0.48181054064755446,2,
BARHAMPUR,IND,417.0,2021,0,0.0028966983196371137,6,
BARHAMPUR,NOTA,1291.0,2021,0,0.008967955708996436,4,
BARHAMPUR,SUCI,523.0,2021,0,0.0036330293073626153,5,
BARKHETRI,AIUDF,1106.0,2021,0,0.00637394175853941,4,
BARKHETRI,ASMJTYP,2582.0,2021,0,0.014880214846789112,3,
BARKHETRI,BJP,81772.0,2021,0,0.47125674998127004,2,
BARKHETRI,INC,85826.0,2021,1,0.4946201856857174,1,
BARKHETRI,IND,487.0,2021,0,0.0028066090745105725,7,
BARKHETRI,JD(U),805.0,2021,0,0.004639261406531849,6,
BARKHETRI,NOTA,941.0,2021,0,0.005423037246641578,5,
BARKHOLA,ASMJTYP,776.0,2021,0,0.006235235508702011,4,
BARKHOLA,BJP,57402.0,2021,0,0.46123065550323816,2,
BARKHOLA,INC,64433.0,2021,1,0.5177254246548926,1,
BARKHOLA,IND,475.0,2021,0,0.0038166712198884727,5,
BARKHOLA,IND,263.0,2021,0,0.0021132305912224597,6,-0.001703440628666013
BARKHOLA,NOTA,1105.0,2021,0,0.008878782522056343,3,
BARPETA,AGP,66364.0,2021,0,0.3646533913578619,2,
BARPETA,INC,111083.0,2021,1,0.610372983427843,1,
BARPETA,JD(U),405.0,2021,0,0.0022253725438480814,7,
BARPETA,NOTA,1727.0,2021,0,0.009489428106729966,3,
BARPETA,PLTIJSTP,694.0,2021,0,0.003813354433161897,6,
BARPETA,RUC,754.0,2021,0,0.004143039254472724,5,
BARPETA,TNRMPI,965.0,2021,0,0.005302430876082466,4,
BATADROBA,AJM,274.0,2021,0,0.0019512056171933972,8,
BATADROBA,BJP,51458.0,2021,0,0.36644211185962716,2,
BATADROBA,INC,84278.0,2021,1,0.6001595146197998,1,
BATADROBA,IND,1690.0,2021,0,0.012034808368820588,3,
BATADROBA,IND,370.0,2021,0,0.002634839702049478,7,-0.00939996866677111
BATADROBA,JD(U),815.0,2021,0,0.005803768532892769,5,
BATADROBA,NOTA,1078.0,2021,0,0.007676641077863074,4,
BATADROBA,RUC,463.0,2021,0,0.003297110221753806,6,
BEHALI,ASMJTYP,3343.0,2021,0,0.031773640139526486,4,
BEHALI,BJP,53583.0,2021,1,0.5092811724786861,1,
BEHALI,CPI(ML)(L),21531.0,2021,0,0.20464201191867926,3,
BEHALI,IND,23744.0,2021,0,0.22567553439213786,2,
BEHALI,NOTA,3012.0,2021,0,0.02862764107097032,5,
BHABANIPUR,AGP,52748.0,2021,0,0.41995812201937854,2,
BHABANIPUR,AIUDF,55975.0,2021,1,0.44565018351472496,1,
BHABANIPUR,BGANP,369.0,2021,0,0.002937827918122975,13,
BHABANIPUR,IND,5400.0,2021,0,0.04299260367984841,3,
BHABANIPUR,IND,3217.0,2021,0,0.025612445562605987,4,-0.017380158117242424
BHABANIPUR,IND,1594.0,2021,0,0.012690779678829327,5,-0.01292166588377666
BHABANIPUR,IND,1434.0,2021,0,0.011416924754981968,6,-0.0012738549238473593
BHABANIPUR,IND,1358.0,2021,0,0.010811843666154472,7,-0.0006050810888274961
BHABANIPUR,IND,1049.0,2021,0,0.008351711344474256,8,-0.0024601323216802157
BHABANIPUR,IND,416.0,2021,0,0.003312022802003137,12,-0.005039688542471119
BHABANIPUR,NOTA,1037.0,2021,0,0.008256172225185704,9,
BHABANIPUR,RPPRINAT,472.0,2021,0,0.003757872025349713,11,
BHABANIPUR,VPI,534.0,2021,0,0.004251490808340565,10,
BIHPURIA,ASMJTYP,6510.0,2021,0,0.053568783634777746,3,
BIHPURIA,BJP,58979.0,2021,1,0.4853200138242022,1,
BIHPURIA,INC,48801.0,2021,0,0.4015683886575712,2,
BIHPURIA,IND,2545.0,2021,0,0.020942020637559042,4,
BIHPURIA,IND,1932.0,2021,0,0.015897832562579203,5,-0.00504418807497984
BIHPURIA,IND,744.0,2021,0,0.006122146701117456,7,-0.009775685861461747
BIHPURIA,IND,472.0,2021,0,0.0038839425308164507,9,-0.0022382041703010052
BIHPURIA,NOTA,814.0,2021,0,0.006698155127297862,6,
BIHPURIA,VPI,729.0,2021,0,0.005998716324078798,8,
BIJNI,ASMJTYP,9951.0,2021,0,0.07112175249258479,4,
BIJNI,BJP,45733.0,2021,1,0.3268627380909838,1,
BIJNI,BOPF,44730.0,2021,0,0.3196940999892792,2,
BIJNI,IND,788.0,2021,0,0.005631990851588465,6,
BIJNI,IND,669.0,2021,0,0.004781474466640461,7,-0.000850516384948004
BIJNI,IND,571.0,2021,0,0.004081049208447986,8,-0.0007004252581924745
BIJNI,NOTA,1388.0,2021,0,0.009920308758889326,5,
BIJNI,UPPL,35582.0,2021,0,0.2543115462959654,3,
BIJNI,VPI,503.0,2021,0,0.0035950398456205553,9,
BILASIPARA EAST,AIUDF,167738.0,2016,1,0.07692307692307693,1,
BILASIPARA EAST,AIUDF,116068.0,2021,1,0.5929581494196502,1,0.5160350724965732
BILASIPARA EAST,ASMJTYP,3375.0,2021,0,0.017241907797940166,3,
BILASIPARA EAST,BJP,167738.0,2016,1,0.07692307692307693,1,
BILASIPARA EAST,BJP,66768.0,2021,0,0.34109857773418345,2,0.2641755008111065
BILASIPARA EAST,INC,167738.0,2016,1,0.07692307692307693,1,
BILASIPARA EAST,IND,167738.0,2016,1,0.07692307692307693,1,
BILASIPARA EAST,IND,167738.0,2016,1,0.07692307692307693,1,0.0
BILASIPARA EAST,IND,167738.0,2016,1,0.07692307692307693,1,0.0
BILASIPARA EAST,IND,167738.0,2016,1,0.07692307692307693,1,0.0
BILASIPARA EAST,IND,167738.0,2016,1,0.07692307692307693,1,0.0
BILASIPARA EAST,IND,167738.0,2016,1,0.07692307692307693,1,0.0
BILASIPARA EAST,IND,167738.0,2016,1,0.07692307692307693,1,0.0
BILASIPARA EAST,IND,2891.0,2021,0,0.014769290501880007,4,-0.06215378642119692
BILASIPARA EAST,IND,1657.0,2021,0,0.00846513813961092,6,-0.006304152362269087
BILASIPARA EAST,IND,634.0,2021,0,0.0032389243093019454,8,-0.005226213830308975
BILASIPARA EAST,IND,483.0,2021,0,0.0024675085826385483,9,-0.0007714157266633971
BILASIPARA EAST,IND,478.0,2021,0,0.0024419650155304887,10,-2.5543567108059564e-05
BILASIPARA EAST,IND,371.0,2021,0,0.0018953326794180153,12,-0.0005466323361124734
BILASIPARA EAST,JD(U),908.0,2021,0,0.0046387117868236065,7,
BILASIPARA EAST,NOTA,167738.0,2016,1,0.07692307692307693,1,
BILASIPARA EAST,NOTA,1708.0,2021,0,0.008725682524113128,5,-0.0681973943989638
BILASIPARA EAST,RPI,403.0,2021,0,0.002058811508909596,11,
BILASIPARA EAST,RPI(A),167738.0,2016,1,0.07692307692307693,1,
BILASIPARA EAST,SP,167738.0,2016,1,0.07692307692307693,1,
BILASIPARA WEST,AGP,137513.0,2016,1,0.06666666666666667,1,
BILASIPARA WEST,AITC,6457.0,2021,0,0.04005781924661273,4,
BILASIPARA WEST,AIUDF,137513.0,2016,1,0.06666666666666667,1,
BILASIPARA WEST,AIUDF,90529.0,2021,1,0.5616221648717058,1,0.49495549820503915
BILASIPARA WEST,ASMJTYP,1522.0,2021,0,0.009442155938259963,7,
BILASIPARA WEST,BJP,27054.0,2021,0,0.1678371135043923,3,
BILASIPARA WEST,CPI,137513.0,2016,1,0.06666666666666667,1,
BILASIPARA WEST,INC,137513.0,2016,1,0.06666666666666667,1,
BILASIPARA WEST,IND,137513.0,2016,1,0.06666666666666667,1,
BILASIPARA WEST,IND,137513.0,2016,1,0.06666666666666667,1,0.0
BILASIPARA WEST,IND,137513.0,2016,1,0.06666666666666667,1,0.0
BILASIPARA WEST,IND,137513.0,2016,1,0.06666666666666667,1,0.0
BILASIPARA WEST,IND,137513.0,2016,1,0.06666666666666667,1,0.0
BILASIPARA WEST,IND,137513.0,2016,1,0.06666666666666667,1,0.0
BILASIPARA WEST,IND,30771.0,2021,0,0.19089657054940692,2,0.12422990388274026
BILASIPARA WEST,IND,1926.0,2021,0,0.011948483795721871,5,-0.17894808675368507
BILASIPARA WEST,IUML,137513.0,2016,1,0.06666666666666667,1,
BILASIPARA WEST,JNCP,137513.0,2016,1,0.06666666666666667,1,
BILASIPARA WEST,NOTA,137513.0,2016,1,0.06666666666666667,1,
BILASIPARA WEST,NOTA,1306.0,2021,0,0.008102139063973399,8,-0.05856452760269327
BILASIPARA WEST,RPI(A),137513.0,2016,1,0.06666666666666667,1,
BILASIPARA WEST,SP,137513.0,2016,1,0.06666666666666667,1,
BILASIPARA WEST,TNRMPI,1627.0,2021,0,0.010093553029927043,6,
BISWANATH,ASMJTYP,3033.0,2021,0,0.021640635591104008,3,
BISWANATH,BJP,71201.0,2021,1,0.5080233744550599,1,
BISWANATH,INC,61991.0,2021,0,0.4423094760725778,2,
BISWANATH,IND,1171.0,2021,0,0.00835515472376617,5,
BISWANATH,IND,983.0,2021,0,0.007013763529856657,6,-0.0013413911939095134
BISWANATH,NOTA,1774.0,2021,0,0.012657595627635512,4,
BOKAJAN,ASDC,3410.0,2021,0,0.02866871243011476,4,
BOKAJAN,BJP,60726.0,2021,1,0.5105384841733575,1,
BOKAJAN,BTP,710.0,2021,0,0.005969145403337677,8,
BOKAJAN,CPI(ML)(L),1572.0,2021,0,0.013216192357812434,6,
BOKAJAN,INC,42841.0,2021,0,0.3601748707385767,2,
BOKAJAN,IND,6630.0,2021,0,0.05574004792130817,3,
BOKAJAN,NOTA,1584.0,2021,0,0.013317079322375887,5,
BOKAJAN,NPEP,1472.0,2021,0,0.012375467653116987,7,
BOKAKHAT,AGP,72930.0,2021,1,0.6055950908018966,1,
BOKAKHAT,ASMJTYP,2334.0,2021,0,0.019381035814227707,6,
BOKAKHAT,IND,27749.0,2021,0,0.2304217492754947,2,
BOKAKHAT,IND,5550.0,2021,0,0.04608601061223812,3,-0.1843357386632566
BOKAKHAT,IND,3360.0,2021,0,0.027900719938219836,4,-0.018185290674018282
BOKAKHAT,IND,1545.0,2021,0,0.012829348900163585,7,-0.015071371038056251
BOKAKHAT,IND,984.0,2021,0,0.00817092512476438,8,-0.004658423775399205
BOKAKHAT,IND,933.0,2021,0,0.007747432054273543,10,-0.00042349307049083674
BOKAKHAT,IND,928.0,2021,0,0.00770591312579405,11,-4.151892847949375e-05
BOKAKHAT,IND,649.0,2021,0,0.005389156916638296,12,-0.002316756209155754
BOKAKHAT,NCP,983.0,2021,0,0.008162621339068482,9,
BOKAKHAT,NOTA,2482.0,2021,0,0.020609996097220723,5,
BOKO,AGP,68147.0,2021,0,0.3323174002516263,2,
BOKO,AITC,12571.0,2021,0,0.061302214896667415,3,
BOKO,INC,120613.0,2021,1,0.5881667365628627,1,
BOKO,NOTA,3735.0,2021,0,0.01821364828884359,4,
BONGAIGAON,AGP,82800.0,2021,1,0.5389572349150556,1,
BONGAIGAON,ASMJTYP,13988.0,2021,0,0.09104992514482849,3,
BONGAIGAON,BGANP,2184.0,2021,0,0.014215973442686975,5,
BONGAIGAON,INC,44633.0,2021,0,0.290522684371542,2,
BONGAIGAON,IND,1810.0,2021,0,0.011781553082080324,7,
BONGAIGAON,IND,1172.0,2021,0,0.007628718349280739,9,-0.004152834732799584
BONGAIGAON,NOTA,2179.0,2021,0,0.014183427715940897,6,
BONGAIGAON,NPEP,1646.0,2021,0,0.010714053244808957,8,
BONGAIGAON,PLTIJSTP,2266.0,2021,0,0.014749723361322659,4,
BONGAIGAON,VPI,952.0,2021,0,0.006196706372453297,10,
Badarpur,AIUDF,112519.0,2016,1,0.07692307692307693,1,
Badarpur,BJP,112519.0,2016,1,0.07692307692307693,1,
Badarpur,INC,112519.0,2016,1,0.07692307692307693,1,
Badarpur,IND,112519.0,2016,1,0.07692307692307693,1,
Badarpur,IND,112519.0,2016,1,0.07692307692307693,1,0.0
Badarpur,IND,112519.0,2016,1,0.07692307692307693,1,0.0
Badarpur,IND,112519.0,2016,1,0.07692307692307693,1,0.0
Badarpur,IND,112519.0,2016,1,0.07692307692307693,1,0.0
Badarpur,IND,112519.0,2016,1,0.07692307692307693,1,0.0
Badarpur,IND,112519.0,2016,1,0.07692307692307693,1,0.0
Badarpur,IND,112519.0,2016,1,0.07692307692307693,1,0.0
Badarpur,NOTA,112519.0,2016,1,0.07692307692307693,1,
Badarpur,SP,112519.0,2016,1,0.07692307692307693,1,
Baghbar,AITC,127374.0,2016,1,0.1,1,
Baghbar,AIUDF,127374.0,2016,1,0.1,1,
Baghbar,BHARP,127374.0,2016,1,0.1,1,
Baghbar,BJP,127374.0,2016,1,0.1,1,
Baghbar,INC,127374.0,2016,1,0.1,1,
Baghbar,IND,127374.0,2016,1,0.1,1,
Baghbar,IND,127374.0,2016,1,0.1,1,0.0
Baghbar,JCPB,127374.0,2016,1,0.1,1,
Baghbar,NOTA,127374.0,2016,1,0.1,1,
Baghbar,RPI,127374.0,2016,1,0.1,1,
Baithalangso,BJP,146110.0,2016,1,0.2,1,
Baithalangso,INC,146110.0,2016,1,0.2,1,
Baithalangso,IND,146110.0,2016,1,0.2,1,
Baithalangso,JNCP,146110.0,2016,1,0.2,1,
Baithalangso,NOTA,146110.0,2016,1,0.2,1,
Barama,BOPF,119486.0,2016,1,0.16666666666666666,1,
Barama,INC,119486.0,2016,1,0.16666666666666666,1,
Barama,IND,119486.0,2016,1,0.16666666666666666,1,
Barama,IND,119486.0,2016,1,0.16666666666666666,1,0.0
Barama,IND,119486.0,2016,1,0.16666666666666666,1,0.0
Barama,NOTA,119486.0,2016,1,0.16666666666666666,1,
Barchalla,AIUDF,119804.0,2016,1,0.16666666666666666,1,
Barchalla,BJP,119804.0,2016,1,0.16666666666666666,1,
Barchalla,INC,119804.0,2016,1,0.16666666666666666,1,
Barchalla,IND,119804.0,2016,1,0.16666666666666666,1,
Barchalla,IND,119804.0,2016,1,0.16666666666666666,1,0.0
Barchalla,NOTA,119804.0,2016,1,0.16666666666666666,1,
Barhampur,AGP,135790.0,2016,1,0.09090909090909091,1,
Barhampur,AIUDF,135790.0,2016,1,0.09090909090909091,1,
Barhampur,CPI,135790.0,2016,1,0.09090909090909091,1,
Barhampur,FDLP,135790.0,2016,1,0.09090909090909091,1,
Barhampur,INC,135790.0,2016,1,0.09090909090909091,1,
Barhampur,IND,135790.0,2016,1,0.09090909090909091,1,
Barhampur,IND,135790.0,2016,1,0.09090909090909091,1,0.0
Barhampur,IND,135790.0,2016,1,0.09090909090909091,1,0.0
Barhampur,NOTA,135790.0,2016,1,0.09090909090909091,1,
Barhampur,RAJPA,135790.0,2016,1,0.09090909090909091,1,
Barhampur,SUCI,135790.0,2016,1,0.09090909090909091,1,
Barkhetry,AITC,146803.0,2016,1,0.07692307692307693,1,
Barkhetry,AIUDF,146803.0,2016,1,0.07692307692307693,1,
Barkhetry,BJP,146803.0,2016,1,0.07692307692307693,1,
Barkhetry,INC,146803.0,2016,1,0.07692307692307693,1,
Barkhetry,IND,146803.0,2016,1,0.07692307692307693,1,
Barkhetry,IND,146803.0,2016,1,0.07692307692307693,1,0.0
Barkhetry,IND,146803.0,2016,1,0.07692307692307693,1,0.0
Barkhetry,IND,146803.0,2016,1,0.07692307692307693,1,0.0
Barkhetry,IND,146803.0,2016,1,0.07692307692307693,1,0.0
Barkhetry,IND,146803.0,2016,1,0.07692307692307693,1,0.0
Barkhetry,JMBP,146803.0,2016,1,0.07692307692307693,1,
Barkhetry,LDP,146803.0,2016,1,0.07692307692307693,1,
Barkhetry,NOTA,146803.0,2016,1,0.07692307692307693,1,
Barkhola,AIUDF,104534.0,2016,1,0.1111111111111111,1,
Barkhola,BJP,104534.0,2016,1,0.1111111111111111,1,
Barkhola,CPM,104534.0,2016,1,0.1111111111111111,1,
Barkhola,INC,104534.0,2016,1,0.1111111111111111,1,
Barkhola,IND,104534.0,2016,1,0.1111111111111111,1,
Barkhola,IND,104534.0,2016,1,0.1111111111111111,1,0.0
Barkhola,IND,104534.0,2016,1,0.1111111111111111,1,0.0
Barkhola,IND,104534.0,2016,1,0.1111111111111111,1,0.0
Barkhola,NOTA,104534.0,2016,1,0.1111111111111111,1,
Barpeta,AGP,163152.0,2016,1,0.125,1,
Barpeta,AIUDF,163152.0,2016,1,0.125,1,
Barpeta,INC,163152.0,2016,1,0.125,1,
Barpeta,IND,163152.0,2016,1,0.125,1,
Barpeta,IND,163152.0,2016,1,0.125,1,0.0
Barpeta,IND,163152.0,2016,1,0.125,1,0.0
Barpeta,NOTA,163152.0,2016,1,0.125,1,
Barpeta,RPI,163152.0,2016,1,0.125,1,
Batadroba,AIUDF,123226.0,2016,1,0.1111111111111111,1,
Batadroba,BJP,123226.0,2016,1,0.1111111111111111,1,
Batadroba,BVM,123226.0,2016,1,0.1111111111111111,1,
Batadroba,CPI(ML)(L),123226.0,2016,1,0.1111111111111111,1,
Batadroba,INC,123226.0,2016,1,0.1111111111111111,1,
Batadroba,IND,123226.0,2016,1,0.1111111111111111,1,
Batadroba,IND,123226.0,2016,1,0.1111111111111111,1,0.0
Batadroba,IND,123226.0,2016,1,0.1111111111111111,1,0.0
Batadroba,NOTA,123226.0,2016,1,0.1111111111111111,1,
Behali,BJP,92796.0,2016,1,0.2,1,
Behali,CPI(ML)(L),92796.0,2016,1,0.2,1,
Behali,INC,92796.0,2016,1,0.2,1,
Behali,IND,92796.0,2016,1,0.2,1,
Behali,NOTA,92796.0,2016,1,0.2,1,
Bhabanipur,AIUDF,110280.0,2016,1,0.07692307692307693,1,
Bhabanipur,BJP,110280.0,2016,1,0.07692307692307693,1,
Bhabanipur,INC,110280.0,2016,1,0.07692307692307693,1,
Bhabanipur,IND,110280.0,2016,1,0.07692307692307693,1,
Bhabanipur,IND,110280.0,2016,1,0.07692307692307693,1,0.0
Bhabanipur,IND,110280.0,2016,1,0.07692307692307693,1,0.0
Bhabanipur,IND,110280.0,2016,1,0.07692307692307693,1,0.0
Bhabanipur,IND,110280.0,2016,1,0.07692307692307693,1,0.0
Bhabanipur,IND,110280.0,2016,1,0.07692307692307693,1,0.0
Bhabanipur,NOTA,110280.0,2016,1,0.07692307692307693,1,
Bhabanipur,RAJPA,110280.0,2016,1,0.07692307692307693,1,
Bhabanipur,RPI(A),110280.0,2016,1,0.07692307692307693,1,
Bhabanipur,RSSC,110280.0,2016,1,0.07692307692307693,1,
Bihpuria,BJP,109694.0,2016,1,0.16666666666666666,1,
Bihpuria,INC,109694.0,2016,1,0.16666666666666666,1,
Bihpuria,IND,109694.0,2016,1,0.16666666666666666,1,
